CHEM,CHEMID,CASNUM,TODAY,INITIALS,USERID,CREATED,MODIFIED
"PROTOCATECHUALDEHYDE","PROTOCATECHUALDEHYDE","","","","DUKE","10-DEC-97",""
"PROTOCATECHUATE","PROTOCATECHUATE","","","","DUKE","10-DEC-97",""
"PROTOCATECHUIC-ACID","PROTOCATECHUICACID","","","","DUKE","10-DEC-97",""
"PROTOCATECHUIC-ACID-4-BETA-D-GLUCOSIDE","PROTOCATECHUICACID4BETADGLUCOSIDE","","","","DUKE","10-DEC-97",""
"PROTOCATECHUIC-ACID-4-O-BETA-D-GLUCOSIDE","PROTOCATECHUICACID4OBETADGLUCOSIDE","","","","DUKE","10-DEC-97",""
"PROTOCATECHUIC-ALDEHYDE","PROTOCATECHUICALDEHYDE","","","","DUKE","10-DEC-97",""
"PROTOCEVINE","PROTOCEVINE","","","","DUKE","10-DEC-97",""
"PROTOCHLOROPHYLL","PROTOCHLOROPHYLL","","","","DUKE","10-DEC-97",""
"PROTOCROCIN","PROTOCROCIN","","","","DUKE","10-DEC-97",""
"PROTOCYANIN","PROTOCYANIN","","","","DUKE","10-DEC-97",""
"PROTODEGALACTOTIGONIN","PROTODEGALACTOTIGONIN","","","","DUKE","10-DEC-97",""
"PROTODIOSCIN","PROTODIOSCIN","","","","DUKE","10-DEC-97",""
"PROTOEMETINE","PROTOEMETINE","","","","DUKE","10-DEC-97",""
"PROTOERUBOSIDE-B","PROTOERUBOSIDEB","","","","DUKE","10-DEC-97",""
"PROTOHYPERICIN","PROTOHYPERICIN","","","","DUKE","10-DEC-97",""
"PROTOKOSIN","PROTOKOSIN","","","","DUKE","10-DEC-97",""
"PROTOPANAXADION","PROTOPANAXADION","","","","DUKE","10-DEC-97",""
"PROTOPANAXATRIOL","PROTOPANAXATRIOL","","","","DUKE","10-DEC-97",""
"PROTOPECTIN","PROTOPECTIN","","","","DUKE","10-DEC-97",""
"PROTOPECTINASE","PROTOPECTINASE","","","","DUKE","10-DEC-97",""
"PROTOPINE","PROTOPINE","","","","DUKE","10-DEC-97",""
"PROTOPINE-N-OXIDE","PROTOPINENOXIDE","","","","DUKE","10-DEC-97",""
"PROTOPORPHYRIM","PROTOPORPHYRIM","","","","DUKE","10-DEC-97",""
"PROTOPORPHYRIN","PROTOPORPHYRIN","","","","DUKE","10-DEC-97",""
"PROTOPSEUDOHYPERICIN","PROTOPSEUDOHYPERICIN","","","","DUKE","10-DEC-97",""
"PROTOPTEROL","PROTOPTEROL","","","","DUKE","10-DEC-97",""
"PROTOSAPPANIN-A","PROTOSAPPANINA","","","","DUKE","10-DEC-97",""
"PROTOSAPPANIN-B","PROTOSAPPANINB","","","","DUKE","10-DEC-97",""
"PROTOSARSAPOGENIN","PROTOSARSAPOGENIN","","","","DUKE","10-DEC-97",""
"PROTOSTEPHANABERRINE","PROTOSTEPHANABERRINE","","","","DUKE","10-DEC-97",""
"PROTOSTEPHANINE","PROTOSTEPHANINE","","","","DUKE","10-DEC-97",""
"PROTOVERATRIDINE","PROTOVERATRIDINE","","","","DUKE","10-DEC-97",""
"PROTOVERATRINE","PROTOVERATRINE","","","","DUKE","10-DEC-97",""
"PROTOVERATRINE-A","PROTOVERATRINEA","","","","DUKE","10-DEC-97",""
"PROTOVERATRINE-B","PROTOVERATRINEB","","","","DUKE","10-DEC-97",""
"PROTOVERINE","PROTOVERINE","","","","DUKE","10-DEC-97",""
"PROVERATRINE-A","PROVERATRINEA","","","","DUKE","10-DEC-97",""
"PROVERATRINE-B","PROVERATRINEB","","","","DUKE","10-DEC-97",""
"PROVINCIALIN","PROVINCIALIN","","","","DUKE","10-DEC-97",""
"PROVITAMIN-A","PROVITAMINA","","","","DUKE","10-DEC-97",""
"PROXIMOL","PROXIMOL","","","","DUKE","10-DEC-97",""
"PRUDOMESTIN","PRUDOMESTIN","","","","DUKE","10-DEC-97",""
"PRULAURASIN","PRULAURASIN","","","","DUKE","10-DEC-97",""
"PRUNASIN","PRUNASIN","","","","DUKE","10-DEC-97",""
"PRUNETIN","PRUNETIN","","","","DUKE","10-DEC-97",""
"PRUNICYANIN","PRUNICYANIN","","","","DUKE","10-DEC-97",""
"PRUNIN","PRUNIN","","","","DUKE","10-DEC-97",""
"PRUNIN-6''-O-P-COUMARATE","PRUNIN6OPCOUMARATE","","","","DUKE","10-DEC-97",""
"PRUNIN-O-6'-GALLATE","PRUNINO6GALLATE","","","","DUKE","10-DEC-97",""
"PRUNUSIDE","PRUNUSIDE","","","","DUKE","10-DEC-97",""
"PRUNUSOL","PRUNUSOL","","","","DUKE","10-DEC-97",""
"PRURIENIDINE","PRURIENIDINE","","","","DUKE","10-DEC-97",""
"PRURIENINE","PRURIENINE","","","","DUKE","10-DEC-97",""
"PRURIENININE","PRURIENININE","","","","DUKE","10-DEC-97",""
"PSDEUDOLARIC-ACID-B","PSDEUDOLARICACIDB","","","","DUKE","10-DEC-97",""
"PSEUDACONITINE","PSEUDACONITINE","","","","DUKE","10-DEC-97",""
"PSEUDO-ALPHA-COLUBRINE","PSEUDOALPHACOLUBRINE","","","","DUKE","10-DEC-97",""
"PSEUDOASPARAGOSE","PSEUDOASPARAGOSE","","","","DUKE","10-DEC-97",""
"PSEUDOASPIDIN","PSEUDOASPIDIN","","","","DUKE","10-DEC-97",""
"PSEUDOBAPTIGENIN","PSEUDOBAPTIGENIN","","","","DUKE","10-DEC-97",""
"PSEUDOBAPTIGENIN-7-O-RHAMNOGLUCOSIDE","PSEUDOBAPTIGENIN7ORHAMNOGLUCOSIDE","","","","DUKE","10-DEC-97",""
"PSEUDOBRUCINE","PSEUDOBRUCINE","","","","DUKE","10-DEC-97",""
"PSEUDOCALOTROPAGENIN","PSEUDOCALOTROPAGENIN","","","","DUKE","10-DEC-97",""
"PSEUDOCARPAINE","PSEUDOCARPAINE","","","","DUKE","10-DEC-97",""
"PSEUDOCEDROL","PSEUDOCEDROL","","","","DUKE","10-DEC-97",""
"PSEUDOCHELERYTHRINE","PSEUDOCHELERYTHRINE","","","","DUKE","10-DEC-97",""
"PSEUDOCOCAINE","PSEUDOCOCAINE","","","","DUKE","10-DEC-97",""
"PSEUDOCONHYDRINE","PSEUDOCONHYDRINE","","","","DUKE","10-DEC-97",""
"PSEUDOCURAMINE","PSEUDOCURAMINE","","","","DUKE","10-DEC-97",""
"PSEUDOCYCLOBUXINE","PSEUDOCYCLOBUXINE","","","","DUKE","10-DEC-97",""
"PSEUDOEPHEDRINE","PSEUDOEPHEDRINE","","","","DUKE","10-DEC-97",""
"PSEUDOHYDRANGIN","PSEUDOHYDRANGIN","","","","DUKE","10-DEC-97",""
"PSEUDOHYPERICIN","PSEUDOHYPERICIN","","","","DUKE","10-DEC-97",""
"PSEUDOHYPERICODIHYDROANTHRONE","PSEUDOHYPERICODIHYDROANTHRONE","","","","DUKE","10-DEC-97",""
"PSEUDOINULIN","PSEUDOINULIN","","","","DUKE","10-DEC-97",""
"PSEUDOIONONE","PSEUDOIONONE","","","","DUKE","10-DEC-97",""
"PSEUDOISOEUGENOL-(2-METHYL-BUTYRATE)","PSEUDOISOEUGENOL2METHYLBUTYRATE","","","","DUKE","10-DEC-97",""
"PSEUDOIVALIN","PSEUDOIVALIN","","","","DUKE","10-DEC-97",""
"PSEUDOJERVINE","PSEUDOJERVINE","","","","DUKE","10-DEC-97",""
"PSEUDOJERVOINE","PSEUDOJERVOINE","","","","DUKE","10-DEC-97",""
"PSEUDOLARIC-ACID-A","PSEUDOLARICACIDA","","","","DUKE","10-DEC-97",""
"PSEUDOLYCORINE","PSEUDOLYCORINE","","","","DUKE","10-DEC-97",""
"PSEUDOMORPHINE","PSEUDOMORPHINE","","","","DUKE","10-DEC-97",""
"PSEUDOPELLETIERINE","PSEUDOPELLETIERINE","","","","DUKE","10-DEC-97",""
"PSEUDOPURPURIN","PSEUDOPURPURIN","","","","DUKE","10-DEC-97",""
"PSEUDORESERPINE","PSEUDORESERPINE","","","","DUKE","10-DEC-97",""
"PSEUDOSCORIDININE-A","PSEUDOSCORIDININEA","","","","DUKE","10-DEC-97",""
"PSEUDOSCORIDININE-B","PSEUDOSCORIDININEB","","","","DUKE","10-DEC-97",""
"PSEUDOSELAGINE","PSEUDOSELAGINE","","","","DUKE","10-DEC-97",""
"PSEUDOSEMIGLABRINE","PSEUDOSEMIGLABRINE","","","","DUKE","10-DEC-97",""
"PSEUDOSTROPHANTHIN","PSEUDOSTROPHANTHIN","","","","DUKE","10-DEC-97",""
"PSEUDOSTRYCHNINE","PSEUDOSTRYCHNINE","","","","DUKE","10-DEC-97",""
"PSEUDOTARAXASTEROL","PSEUDOTARAXASTEROL","","","","DUKE","10-DEC-97",""
"PSEUDOTROPINE","PSEUDOTROPINE","","","","DUKE","10-DEC-97",""
"PSEUDOVINCALEUKOBLASTINEDIOL","PSEUDOVINCALEUKOBLASTINEDIOL","","","","DUKE","10-DEC-97",""
"PSEUDOWITHANINE","PSEUDOWITHANINE","","","","DUKE","10-DEC-97",""
"PSEUDOYOHIMBINE","PSEUDOYOHIMBINE","","","","DUKE","10-DEC-97",""
"PSI-CAROTENE","PSICAROTENE","","","","DUKE","10-DEC-97",""
"PSIDIOLIC-ACID","PSIDIOLICACID","","","","DUKE","10-DEC-97",""
"PSI-EPHEDRINE","PSIEPHEDRINE","","","","DUKE","10-DEC-97",""
"PSI-JERVINE","PSIJERVINE","","","","DUKE","10-DEC-97",""
"PSI-LIMONENE","PSILIMONENE","","","","DUKE","10-DEC-97",""
"PSILOSTACHYIN-A","PSILOSTACHYINA","","","","DUKE","10-DEC-97",""
"PSILOTIN","PSILOTIN","","","","DUKE","10-DEC-97",""
"PSI-TARAXASTEROL","PSITARAXASTEROL","","","","DUKE","10-DEC-97",""
"PSORALEN","PSORALEN","","","","DUKE","10-DEC-97",""
"PSORALENOL","PSORALENOL","","","","DUKE","10-DEC-97",""
"PSORALENS","PSORALENS","","","","DUKE","10-DEC-97",""
"PSORALIDENE","PSORALIDENE","","","","DUKE","10-DEC-97",""
"PSORALIDIN","PSORALIDIN","","","","DUKE","10-DEC-97",""
"PSORALIDIN-2,3'-OXIDE-DIACETATE","PSORALIDIN23OXIDEDIACETATE","","","","DUKE","10-DEC-97",""
"PSOROSPERMIN","PSOROSPERMIN","","","","DUKE","10-DEC-97",""
"PSYCHOTRIDINE","PSYCHOTRIDINE","","","","DUKE","10-DEC-97",""
"PSYCHOTRINE","PSYCHOTRINE","","","","DUKE","10-DEC-97",""
"PSYCHOTRINE-METHYL-ETHER","PSYCHOTRINEMETHYLETHER","","","","DUKE","10-DEC-97",""
"PTAEROGLYCOL","PTAEROGLYCOL","","","","DUKE","10-DEC-97",""
"PTAQUILOSIDE","PTAQUILOSIDE","","","","DUKE","10-DEC-97",""
"PTELEATINIUM","PTELEATINIUM","","","","DUKE","10-DEC-97",""
"PTERAQUILIN","PTERAQUILIN","","","","DUKE","10-DEC-97",""
"PTERIDINE","PTERIDINE","","","","DUKE","10-DEC-97",""
"PTERIN","PTERIN","","","","DUKE","10-DEC-97",""
"PTEROCARPAL","PTEROCARPAL","","","","DUKE","10-DEC-97",""
"PTEROCARPAN","PTEROCARPAN","","","","DUKE","10-DEC-97",""
"PTEROCARPANE","PTEROCARPANE","","","","DUKE","10-DEC-97",""
"PTEROCARPANS","PTEROCARPANS","","","","DUKE","10-DEC-97",""
"PTEROCARPDIOLONE","PTEROCARPDIOLONE","","","","DUKE","10-DEC-97",""
"PTEROCARPIN","PTEROCARPIN","","","","DUKE","10-DEC-97",""
"PTEROCARPOL","PTEROCARPOL","","","","DUKE","10-DEC-97",""
"PTEROCARPTRIOL","PTEROCARPTRIOL","","","","DUKE","10-DEC-97",""
"PTEROLACTAM","PTEROLACTAM","","","","DUKE","10-DEC-97",""
"PTEROPHINE","PTEROPHINE","","","","DUKE","10-DEC-97",""
"PTEROPODINE","PTEROPODINE","","","","DUKE","10-DEC-97",""
"PTEROSIDE-A","PTEROSIDEA","","","","DUKE","10-DEC-97",""
"PTEROSIDES","PTEROSIDES","","","","DUKE","10-DEC-97",""
"PTEROSINS","PTEROSINS","","","","DUKE","10-DEC-97",""
"PTEROSTILBENE","PTEROSTILBENE","","","","DUKE","10-DEC-97",""
"PTEROSUPIN","PTEROSUPIN","","","","DUKE","10-DEC-97",""
"PTEROYLGLUTAMIC-ACID","PTEROYLGLUTAMICACID","","","","DUKE","10-DEC-97",""
"PTERYGOSPERMIN","PTERYGOSPERMIN","","","","DUKE","10-DEC-97",""
"PTERYXIN","PTERYXIN","","","","DUKE","10-DEC-97",""
"P-TOLYLMETHYLETHER","PTOLYLMETHYLETHER","","","","DUKE","10-DEC-97",""
"P-TOLYL-PROPYLENE","PTOLYLPROPYLENE","","","","DUKE","10-DEC-97",""
"P-TOLYMETHYCARBINOL","PTOLYMETHYCARBINOL","","","","DUKE","10-DEC-97",""
"P-TOLYMETHYLCARBINOL","PTOLYMETHYLCARBINOL","","","","DUKE","10-DEC-97",""
"P-TOTYLMETHYLCARBINOL","PTOTYLMETHYLCARBINOL","","","","DUKE","10-DEC-97",""
"PUBESCEINE","PUBESCEINE","","","","DUKE","10-DEC-97",""
"PUCHIIN","PUCHIIN","","","","DUKE","10-DEC-97",""
"PUERARIN","PUERARIN","","","","DUKE","10-DEC-97",""
"PUERARIN-7-O-XYLOSIDE","PUERARIN7OXYLOSIDE","","","","DUKE","10-DEC-97",""
"PUERARIN-7-XYLOSIDE","PUERARIN7XYLOSIDE","","","","DUKE","10-DEC-97",""
"PUERAROL","PUERAROL","","","","DUKE","10-DEC-97",""
"PUFA","PUFA","","","","DUKE","10-DEC-97",""
"PULCHELLIN","PULCHELLIN","","","","DUKE","10-DEC-97",""
"PULCHEROL","PULCHEROL","","","","DUKE","10-DEC-97",""
"PULCHERRALPIN","PULCHERRALPIN","","","","DUKE","10-DEC-97",""
"PULCHERRIMIN","PULCHERRIMIN","","","","DUKE","10-DEC-97",""
"PULEGOL","PULEGOL","","","","DUKE","10-DEC-97",""
"PULEGONE","PULEGONE","","","","DUKE","10-DEC-97","17-SEP-98"
"PULEGONE-1,2-EPOXIDE","PULEGONE12EPOXIDE","","","","DUKE","10-DEC-97",""
"PULEGONE-EPOXIDE","PULEGONEEPOXIDE","","","","DUKE","10-DEC-97",""
"PULVEROCHROMENOL","PULVEROCHROMENOL","","","","DUKE","10-DEC-97",""
"PUMILIOL","PUMILIOL","","","","DUKE","10-DEC-97",""
"PUMILONE","PUMILONE","","","","DUKE","10-DEC-97",""
"PUNARNAVINE","PUNARNAVINE","","","","DUKE","10-DEC-97",""
"PUNICACORTEIN","PUNICACORTEIN","","","","DUKE","10-DEC-97",""
"PUNICACORTEINS","PUNICACORTEINS","","","","DUKE","10-DEC-97",""
"PUNICAFOLIN","PUNICAFOLIN","","","","DUKE","10-DEC-97",""
"PUNICALAGIN","PUNICALAGIN","","","","DUKE","10-DEC-97",""
"PUNICALIN","PUNICALIN","","","","DUKE","10-DEC-97",""
"PUNICIC-ACID","PUNICICACID","","","","DUKE","10-DEC-97",""
"PUNIGLUCONIN","PUNIGLUCONIN","","","","DUKE","10-DEC-97",""
"PURINE","PURINE","","","","DUKE","10-DEC-97",""
"PURINES","PURINES","","","","DUKE","10-DEC-97",""
"PURLANOSIDE-B","PURLANOSIDEB","","","","DUKE","10-DEC-97",""
"PUROTHIONIN-A","PUROTHIONINA","","","","DUKE","10-DEC-97",""
"PURPELINE","PURPELINE","","","","DUKE","10-DEC-97",""
"PURPNIN","PURPNIN","","","","DUKE","10-DEC-97",""
"PURPRIN","PURPRIN","","","","DUKE","10-DEC-97",""
"PURPRONIN","PURPRONIN","","","","DUKE","10-DEC-97",""
"PURPUREAGITOSIDE","PURPUREAGITOSIDE","","","","DUKE","10-DEC-97",""
"PURPUREAGLYCOSIDE-A","PURPUREAGLYCOSIDEA","","","","DUKE","10-DEC-97",""
"PURPUREAGLYCOSIDE-B","PURPUREAGLYCOSIDEB","","","","DUKE","10-DEC-97",""
"PURPURIN","PURPURIN","","","","DUKE","10-DEC-97",""
"PURPUROGALLIN","PURPUROGALLIN","","","","DUKE","10-DEC-97",""
"PURPUROXANTHINS","PURPUROXANTHINS","","","","DUKE","10-DEC-97",""
"PURSHIANIN","PURSHIANIN","","","","DUKE","10-DEC-97",""
"PUTERINE","PUTERINE","","","","DUKE","10-DEC-97","17-SEP-98"
"PUTRESCINE","PUTRESCINE","","","","DUKE","10-DEC-97",""
"PUTRESINE","PUTRESINE","","","","DUKE","10-DEC-97",""
"P-VANILLIN","PVANILLIN","","","","DUKE","10-DEC-97",""
"P-VINYL-GUAIACOL","PVINYLGUAIACOL","","","","DUKE","10-DEC-97",""
"P-VINYL-PHENOL","PVINYLPHENOL","","","","DUKE","10-DEC-97",""
"P-XYLENE","PXYLENE","","","","DUKE","10-DEC-97",""
"P-XYLENOL","PXYLENOL","","","","DUKE","10-DEC-97",""
"PYCNAMINE","PYCNAMINE","","","","DUKE","10-DEC-97",""
"PYCNOGENOL","PYCNOGENOL","","","","DUKE","10-DEC-97",""
"PYRANOCOUMARIN","PYRANOCOUMARIN","","","","DUKE","10-DEC-97",""
"PYRAZINE","PYRAZINE","","","","DUKE","10-DEC-97",""
"PYRAZOLE","PYRAZOLE","","","","DUKE","10-DEC-97",""
"PYRETHRIC-ACID","PYRETHRICACID","","","","DUKE","10-DEC-97",""
"PYRETHRIN","PYRETHRIN","","","","DUKE","10-DEC-97",""
"PYRETHRIN-I","PYRETHRINI","","","","DUKE","10-DEC-97",""
"PYRETHRIN-II","PYRETHRINII","","","","DUKE","10-DEC-97",""
"PYRETHRINS","PYRETHRINS","","","","DUKE","10-DEC-97",""
"PYRETHROL","PYRETHROL","","","","DUKE","10-DEC-97",""
"PYRETHROSIN","PYRETHROSIN","","","","DUKE","10-DEC-97",""
"PYRETHROTOXIC-ACID","PYRETHROTOXICACID","","","","DUKE","10-DEC-97",""
"PYRIDINE","PYRIDINE","","","","DUKE","10-DEC-97",""
"PYRIDINE-ALKALOIDS","PYRIDINEALKALOIDS","","","","DUKE","10-DEC-97",""
"PYRIDINE-NUCLEOTIDE-OXIDASE","PYRIDINENUCLEOTIDEOXIDASE","","","","DUKE","10-DEC-97",""
"PYRIDOXINE","PYRIDOXINE","","","","DUKE","10-DEC-97",""
"PYROCATECHIN","PYROCATECHIN","","","","DUKE","10-DEC-97",""
"PYROCATECHINS","PYROCATECHINS","","","","DUKE","10-DEC-97",""
"PYROCATECHIN-TANNINS","PYROCATECHINTANNINS","","","","DUKE","10-DEC-97",""
"PYROCATECHOL","PYROCATECHOL","","","","DUKE","10-DEC-97",""
"PYROCURCUMENONE","PYROCURCUMENONE","","","","DUKE","10-DEC-97",""
"PYROCURZERENONE","PYROCURZERENONE","","","","DUKE","10-DEC-97",""
"PYROGALLIC-TANNIN","PYROGALLICTANNIN","","","","DUKE","10-DEC-97",""
"PYROGALLOL","PYROGALLOL","","","","DUKE","10-DEC-97",""
"PYROGALLOL-OXIDASE","PYROGALLOLOXIDASE","","","","DUKE","10-DEC-97",""
"PYROGALLOL-TANNIN","PYROGALLOLTANNIN","","","","DUKE","10-DEC-97",""
"PYROGALLOL-TANNINS","PYROGALLOLTANNINS","","","","DUKE","10-DEC-97",""
"PYROGALLOTANNINS","PYROGALLOTANNINS","","","","DUKE","10-DEC-97",""
"PYROGLUTAMIC-ACID","PYROGLUTAMICACID","","","","DUKE","10-DEC-97",""
"PYROPHOSPHATASE","PYROPHOSPHATASE","","","","DUKE","10-DEC-97",""
"PYROPHOSPHATASE-NUCLOETIDE","PYROPHOSPHATASENUCLOETIDE","","","","DUKE","10-DEC-97",""
"PYROSIDE","PYROSIDE","","","","DUKE","10-DEC-97",""
"PYROXIDINE","PYROXIDINE","","","","DUKE","10-DEC-97",""
"PYRRILIDONCARBONIC-ACID","PYRRILIDONCARBONICACID","","","","DUKE","10-DEC-97",""
"PYRROL","PYRROL","","","","DUKE","10-DEC-97",""
"PYRROL-2-METHYLKETONE","PYRROL2METHYLKETONE","","","","DUKE","10-DEC-97",""
"PYRROLE","PYRROLE","","","","DUKE","10-DEC-97",""
"PYRROLIDINE","PYRROLIDINE","","","","DUKE","10-DEC-97",""
"PYRROLIDINE-CARBOXYLIC-ACID","PYRROLIDINECARBOXYLICACID","","","","DUKE","10-DEC-97",""
"PYRROLIDINONCARBONIC-ACID","PYRROLIDINONCARBONICACID","","","","DUKE","10-DEC-97",""
"PYRROLINE","PYRROLINE","","","","DUKE","10-DEC-97",""
"PYRROLIZIDINES","PYRROLIZIDINES","","","","DUKE","10-DEC-97",""
"PYRUVATE-KINASE","PYRUVATEKINASE","","","","DUKE","10-DEC-97",""
"PYRUVIC-ACID","PYRUVICACID","","","","DUKE","10-DEC-97",""
"PYRUVIC-CARBOXYLASE","PYRUVICCARBOXYLASE","","","","DUKE","10-DEC-97",""
"QINGHAOSU-IV","QINGHAOSUIV","","","","DUKE","10-DEC-97",""
"QUADRIGEMINE","QUADRIGEMINE","","","","DUKE","10-DEC-97",""
"QUADRIGENIN","QUADRIGENIN","","","","DUKE","10-DEC-97",""
"QUASSIIN","QUASSIIN","","","","DUKE","10-DEC-97",""
"QUASSIMARIN","QUASSIMARIN","","","","DUKE","10-DEC-97",""
"QUASSIN","QUASSIN","","","","DUKE","10-DEC-97",""
"QUASSINOL","QUASSINOL","","","","DUKE","10-DEC-97",""
"QUASSOL","QUASSOL","","","","DUKE","10-DEC-97",""
"QUEBRACHACIDINE","QUEBRACHACIDINE","","","","DUKE","10-DEC-97",""
"QUEBRACHINE","QUEBRACHINE","","","","DUKE","10-DEC-97",""
"QUEBRACHITOL","QUEBRACHITOL","","","","DUKE","10-DEC-97",""
"QUEBRACHOL","QUEBRACHOL","","","","DUKE","10-DEC-97",""
"QUECIMERITRIN","QUECIMERITRIN","","","","DUKE","10-DEC-97",""
"QUERCETAGENIN-3-O-ALPHA-L-RHAMNOSIDE","QUERCETAGENIN3OALPHALRHAMNOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETAGETIN","QUERCETAGETIN","","","","DUKE","10-DEC-97",""
"QUERCETAGETIN-33,6,7,3'-TETRAMETHYLETHER","QUERCETAGETIN33673TETRAMETHYLETHER","","","","DUKE","10-DEC-97",""
"QUERCETAGETIN-3,5,6,7,3',4'-HEXAMETHYLETHER","QUERCETAGETIN356734HEXAMETHYLETHER","","","","DUKE","10-DEC-97",""
"QUERCETAGETIN-3,6,7,3',4'-PENTAMETHYLETHER","QUERCETAGETIN36734PENTAMETHYLETHER","","","","DUKE","10-DEC-97",""
"QUERCETAGETIN-6,7,3',4'-TETRAMETHYLETHER","QUERCETAGETIN6734TETRAMETHYLETHER","","","","DUKE","10-DEC-97",""
"QUERCETAGETIN-6,7,4'-TRIMETHYLETHER","QUERCETAGETIN674TRIMETHYLETHER","","","","DUKE","10-DEC-97",""
"QUERCETAGETIN-7-GLUCOSIDE","QUERCETAGETIN7GLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETAGETRIN","QUERCETAGETRIN","","","","DUKE","10-DEC-97",""
"QUERCETAGITRIN","QUERCETAGITRIN","","","","DUKE","10-DEC-97",""
"QUERCETIN","QUERCETIN","","","","DUKE","10-DEC-97",""
"QUERCETIN-3,3'-DIMETHYLETHER","QUERCETIN33DIMETHYLETHER","","","","DUKE","10-DEC-97",""
"QUERCETIN-3,3'-O-BETA-D-GLUCOSIDE","QUERCETIN33OBETADGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3,4'-DIMETHYLETHER","QUERCETIN34DIMETHYLETHER","","","","DUKE","10-DEC-97",""
"QUERCETIN-3,4'-DI-O-BETA-D-GLUCOSIDE","QUERCETIN34DIOBETADGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3,5-DIGLUCOSIDE","QUERCETIN35DIGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3,5-DIMETHYLETHER","QUERCETIN35DIMETHYLETHER","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-(6'-ACETYL)GALACTOSIDE-7-RHAMNOSIDE","QUERCETIN36ACETYLGALACTOSIDE7RHAMNOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3,7-DIMETHYLETHER","QUERCETIN37DIMETHYLETHER","","","","DUKE","10-DEC-97",""
"QUERCETIN-3,7-DI-O-BETA-D-GLUCOSIDE","QUERCETIN37DIOBETADGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-ARABINOSIDE","QUERCETIN3ARABINOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-BETA-D-GLUCOSIDE","QUERCETIN3BETADGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-BETA-D-GLUCURONIDE","QUERCETIN3BETADGLUCURONIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-BETA-GLUCURONIDE","QUERCETIN3BETAGLUCURONIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-BETA-MONOGLUCOSIDE","QUERCETIN3BETAMONOGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-BETA-SOPHOROSIDE","QUERCETIN3BETASOPHOROSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-COUMAROYL-TRIGLUCOSIDE)","QUERCETIN3COUMAROYLTRIGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-(D-GALACTOFURANOSYL-6-BETA-L-RHAMNOPYRANOSIDE","QUERCETIN3DGALACTOFURANOSYL6BETALRHAMNOPYRANOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-(D-GLUCOFURANOSYL-6-BETA-L-RHAMNOPYRANOSIDE","QUERCETIN3DGLUCOFURANOSYL6BETALRHAMNOPYRANOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-DIARABINOSIDE","QUERCETIN3DIARABINOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-DIGLUCOSIDE","QUERCETIN3DIGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-FERULOYL-TRIGLUCOSIDE)","QUERCETIN3FERULOYLTRIGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-GALACTODIRHAMNOSIDE","QUERCETIN3GALACTODIRHAMNOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-GALACTORHAMNOSIDE","QUERCETIN3GALACTORHAMNOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-0-GALACTOSIDE","QUERCETIN3GALACTOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-GALACTOSIDE-7-RHAMNOSIDE","QUERCETIN3GALACTOSIDE7RHAMNOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-GLUCO-GALACURONIDE","QUERCETIN3GLUCOGALACURONIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3'-GLUCOSIDE","QUERCETIN3GLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-GLUCOSIDE-7-RHAMNOSIDE","QUERCETIN3GLUCOSIDE7RHAMNOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-GLUCOSIDOGLUCOSIDE","QUERCETIN3GLUCOSIDOGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-GLUCURONIDE","QUERCETIN3GLUCURONIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-GLYCO-GALACTOSIDE","QUERCETIN3GLYCOGALACTOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-0-GLYCOSIDE","QUERCETIN3GLYCOSIDE","","","","DUKE","10-DEC-97",""
