LOCNUM,SOURCE,REPTRYLD,WEEDED,CULVATED,NUM,PLCO,LOCNO,VARYD,ANAVPRCP,BIOTEMP,SOIL,PH,RH,IRRIG,MINTEMP,MAXTEMP,GROWSEAS,YIELDLO,YIELDHI,PARTHARV,NFERT,PFERT,KFERT,PESTCIDE,HERBCIDE,SEEDLVL,MANURE,INTCROP,FUNGCIDE,RATOON,YRSOBS,AMTFERT,FERTRIAL,FROSTCO,ABSMINT,ABSMAXT,OTHFERT,YRW1,YRW2,YRSYLD,Y1YLD,Y2YLD,CONTYLD,CONTWEA,YMATCHW,VERIFIED,EXPTYPE,NTYPE,PTYPE,KTYPE,WEEDNUM,CULTNUM,WSS,TEMPORARY
"18292","XXX","2091","","","329","38093002","0136","BP","1369","26.3","ITU","6.5","73","R","","","","","","SD","X","X","X","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","NX","PX","KX","","","1",""
"18292","XXX","2838","","","330","38093002","0136","BQ","1369","26.3","ITU","6.5","73","R","","","","","","SD","X","X","X","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","NX","PX","KX","","","1",""
"18292","XXX","2091","","","331","38093002","0136","BR","1369","26.3","ITU","6.5","73","R","","","","","","SD","X","X","X","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","NX","PX","KX","","","1",""
"18292","XXX","1643","","","332","38093002","0136","BS","1369","26.3","ITU","6.5","73","R","","","","","","SD","X","X","X","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","NX","PX","KX","","","1",""
"18292","XXX","2315","","","333","38093002","0136","BT","1369","26.3","ITU","6.5","73","R","","","","","","SD","X","X","X","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","NX","PX","KX","","","1",""
"18292","XXX","1419","","","334","38093002","0136","BU","1369","26.3","ITU","6.5","73","R","","","","","","SD","X","X","X","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","NX","PX","KX","","","1",""
"18292","XXX","2539","","","335","38093002","0136","BV","1369","26.3","ITU","6.5","73","R","","","","","","SD","X","X","X","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","NX","PX","KX","","","1",""
"18292","XXX","2016","","","336","38093002","0136","BW","1369","26.3","ITU","6.5","73","R","","","","","","SD","X","X","X","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","NX","PX","KX","","","1",""
"18292","XXX","1394","","","337","38093002","0136","BX","1369","26.3","ITU","6.5","73","R","","","","","","SD","X","X","X","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","NX","PX","KX","","","1",""
"18292","XXX","968","","","389","283471006","0136","AA","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1157","","","390","283471006","0136","AA","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","859","","","391","283471006","0136","AB","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1074","","","392","283471006","0136","AB","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","753","","","393","283471006","0136","AC","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1239","","","394","283471006","0136","AD","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","","","","395","283471006","0136","AD","1369","26.3","ITU","6.5","73","R","","","","0","581","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","369","","","396","283471006","0136","AD","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","X","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1269","","","397","283471006","0136","AD","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","762","","","398","283471006","0136","AE","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","902","","","399","283471006","0136","AF","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","872","","","400","283471006","0136","AG","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1493","","","401","283471006","0136","AG","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","594","","","402","283471006","0136","AG","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","822","","","403","283471006","0136","AG","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","","","","404","283471006","0136","AG","1369","26.3","ITU","6.5","73","R","","","","110","290","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","182","","","405","283471006","0136","AG","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","947","","","406","283471006","0136","AG","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","775","","","407","283471006","0136","AH","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","723","","","408","283471006","0136","AK","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","844","","","409","283471006","0136","AK","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","952","","","410","283471006","0136","AK","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","762","","","411","283471006","0136","AK","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","","","","412","283471006","0136","AK","1369","26.3","ITU","6.5","73","R","","","","145","470","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","295","","","413","283471006","0136","AK","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1016","","","414","283471006","0136","AK","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","589","","","415","283471006","0136","AL","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1134","","","416","283471006","0136","AN","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","892","","","417","283471006","0136","AN","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","933","","","418","283471006","0136","AN","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1404","","","419","283471006","0136","AN","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1072","","","420","283471006","0136","AO","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","956","","","421","283471006","0136","AO","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","860","","","422","283471006","0136","AO","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1283","","","424","283471006","0136","AP","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","835","","","425","283471006","0136","AP","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1304","","","426","283471006","0136","AP","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","806","","","427","283471006","0136","AP","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1186","","","428","283471006","0136","AQ","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1118","","","429","283471006","0136","AQ","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","970","","","430","283471006","0136","AQ","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","830","","","431","283471006","0136","AQ","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","934","","","433","283471006","0136","AR","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","760","","","434","283471006","0136","AR","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","806","","","435","283471006","0136","AR","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1045","","","436","283471006","0136","AR","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","806","","","437","283471006","0136","AS","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1041","","","438","283471006","0136","AS","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","760","","","439","283471006","0136","AS","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1045","","","440","283471006","0136","AS","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1144","","","441","283471006","0136","AT","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","","","","442","283471006","0136","AT","1369","26.3","ITU","6.5","73","R","","","","145","327","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","228","","","443","283471006","0136","AT","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","","","","445","283471006","0136","AT","1369","26.3","ITU","6.5","73","R","","","","0","312","SD","","","","X","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","","","","446","283471006","0136","AT","1369","26.3","ITU","6.5","73","R","","","","166","846","SD","","","","X","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","896","","","448","283471006","0136","AT","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","755","","","449","283471006","0136","AT","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","879","","","450","283471006","0136","AT","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1238","","","451","283471006","0136","AU","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","735","","","452","283471006","0136","AU","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","821","","","453","283471006","0136","AU","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1017","","","454","283471006","0136","AU","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1017","","","455","283471006","0136","AV","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","732","","","456","283471006","0136","AV","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1012","","","457","283471006","0136","AV","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","635","","","458","283471006","0136","AV","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","","","","459","283471006","0136","AW","1369","26.3","ITU","6.5","73","R","","","","0","701","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","530","","","460","283471006","0136","AW","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1030","","","461","283471006","0136","AX","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1497","","","462","283471006","0136","AX","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1418","","","464","283471006","0136","AY","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1068","","","465","283471006","0136","AZ","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1278","","","466","283471006","0136","AZ","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","785","","","467","283471006","0136","A0","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1245","","","468","283471006","0136","BA","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1008","","","469","283471006","0136","BA","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","956","","","471","283471006","0136","BB","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1231","","","472","283471006","0136","BB","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","657","","","473","283471006","0136","BC","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1151","","","474","283471006","0136","BC","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","709","","","475","283471006","0136","BD","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1018","","","476","283471006","0136","BD","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1008","","","477","283471006","0136","BE","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","1012","","","478","283471006","0136","BE","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","952","","","479","283471006","0136","BF","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","859","","","480","283471006","0136","BF","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","898","","","481","283471006","0136","BG","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","589","","","482","283471006","0136","BI","1369","26.3","ITU","6.5","73","R","","","","","","SD","","","","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","","","","","","1",""
"18292","XXX","","","","317","38002001","0136","12","1369","26.3","ITU","6.5","73","R","","","","2170","4591","SD","X","X","X","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","NX","PX","KX","","","1",""
"18292","XXX","2683","","Y","318","38002001","0136","","1369","26.3","ITU","6.5","73","R","","","","","","SD","X","X","X","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","NX","PX","KX","","","1",""
"18292","XXX","","","Y","320","38002001","0136","16","1369","26.3","ITU","6.5","73","R","","","","6187","8151","SD","X","X","X","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","NX","PX","KX","","","1",""
"18292","XXX","6956","","Y","321","38002001","0136","","1369","26.3","ITU","6.5","73","R","","","","","","SD","X","X","X","","","","","","","","10","","","1","21.6","37.2","","","","","","","","","","V","","NX","PX","KX","","","1",""
"18564","XXX","","","","1975","38002001","0411","12","2690","26.7","ITU","","","R","","","","3666","5430","SD","X","X","X","","","","","","","","","","","","","","","","","","","","","","","V","","NX","PX","KX","","","1",""
"18564","XXX","4598","","","1977","38002001","0411","","2690","2.7","ITU","","","0","","","","","","SD","X","X","X","","","","","","","","","","","","","","","","","","","","","","","V","","NX","PX","KX","","","1",""
"18565","XXX","758","N","","1978","38093002","0412","BY","866","26.1","ITU","","","0","19","33","","","","SD","","","","","","","","","","","23","","","1","6","46","","","","","","","","","","V","","","","","","","1",""
"18565","XXX","2066","Y","","1979","38093002","0412","BY","866","26.1","ITU","","","0","19","33","","","","SD","","","","","","","","","","","23","","","1","6","46","","","","","","","","","","V","","","","","","","1",""
"18565","XXX","3008","Y","","1980","38093002","0412","BY","866","26.1","ITU","","","0","19","33","","","","SD","","","","","","","","","","","23","","","1","6","46","","","","","","","","","","V","","","","","","","1",""
"18565","XXX","","","","1981","38093002","0412","BY","866","26.1","ITU","","","0","19","33","","1278","2716","SD","","","","","X","","","","","","23","","","1","6","46","","","","","","","","","","V","","","","","","","1",""
"18565","XXX","982","N","","1983","38093002","0412","BZ","866","26.1","ITU","","","0","19","33","","","","SD","","","","","","","","","","","23","","","1","6","46","","","","","","","","","","V","","","","","","","1",""
"18565","XXX","1945","Y","","1984","38093002","0412","BZ","866","26.1","ITU","","","0","19","33","","","","SD","","","","","","","","","","","23","","","1","6","46","","","","","","","","","","V","","","","","","","1",""
"18565","XXX","3226","Y","","1985","38093002","0412","BZ","866","26.1","ITU","","","0","19","33","","","","SD","","","","","","","","","","","23","","","1","6","46","","","","","","","","","","V","","","","","","","1",""
"18565","XXX","","","","1986","38093002","0412","BZ","866","26.1","ITU","","","0","19","33","","1992","2311","SD","","","","","X","","","","","","23","","","1","6","46","","","","","","","","","","V","","","","","","","1",""
"18566","XXX","2153","","","1988","38093002","0413","AR","737","26.1","ITU","","","0","18.8","33.3","","","","SD","","","","","","","","","","","34","","","1","","","","","","","","","","","","V","","","","","","","1",""
"18566","XXX","4444","","","1989","38093002","0413","AP","737","26.1","ITU","","","0","18.8","33.3","","","","SD","","","","","","","","","","","34","","","1","","","","","","","","","","","","V","","","","","","","1",""
"18566","XXX","2568","","","1990","38093002","0413","AQ","737","26.1","ITU","","","0","18.8","33.3","","","","SD","","","","","","","","","","","34","","","1","","","","","","","","","","","","V","","","","","","","1",""
"18566","XXX","2250","","","1991","38093002","0413","AT","737","26.1","ITU","","","0","18.8","33.3","","","","SD","","","","","","","","","","","34","","","1","","","","","","","","","","","","V","","","","","","","1",""
"18566","XXX","833","","","1992","38093002","0413","AU","737","26.1","ITU","","","0","18.8","33.3","","","","SD","","","","","","","","","","","34","","","1","","","","","","","","","","","","V","","","","","","","1",""
"18566","XXX","1333","","","1993","38093002","0413","AV","737","26.1","ITU","","","0","18.8","33.3","","","","SD","","","","","","","","","","","34","","","1","","","","","","","","","","","","V","","","","","","","1",""
"18566","XXX","5208","","","1994","38093002","0413","AW","737","26.1","ITU","","","0","18.8","33.3","","","","SD","","","","","","","","","","","34","","","1","","","","","","","","","","","","V","","","","","","","1",""
"18566","XXX","1666","","","1995","38093002","0413","AX","737","26.1","ITU","","","0","18.8","33.3","","","","SD","","","","","","","","","","","34","","","1","","","","","","","","","","","","V","","","","","","","1",""
"18566","XXX","2639","","","1996","38093002","0413","AY","737","26.1","ITU","","","0","18.8","33.3","","","","SD","","","","","","","","","","","34","","","1","","","","","","","","","","","","V","","","","","","","1",""
"18566","XXX","4722","","","1997","38093002","0413","AZ","737","26.1","ITU","","","0","18.8","33.3","","","","SD","","","","","","","","","","","34","","","1","","","","","","","","","","","","V","","","","","","","1",""
"18566","XXX","2430","","","1998","38093002","0413","AS","737","26.1","ITU","","","0","18.8","33.3","","","","SD","","","","","","","","","","","34","","","1","","","","","","","","","","","","V","","","","","","","1",""
"18566","XXX","5208","","","1999","38093002","0413","BA","737","26.1","ITU","","","0","18.8","33.3","","","","SD","","","","","","","","","","","34","","","1","","","","","","","","","","","","V","","","","","","","1",""
"18566","XXX","2346","","","2000","38093002","0413","BB","737","26.1","ITU","","","0","18.8","33.3","","","","SD","","","","","","","","","","","34","","","1","","","","","","","","","","","","V","","","","","","","1",""
"18566","XXX","5124","","","2001","38093002","0413","BC","737","26.1","ITU","","","0","18.8","33.3","","","","SD","","","","","","","","","","","34","","","1","","","","","","","","","","","","V","","","","","","","1",""
"18567","XXX","2373","","","2002","283471006","0414","AA","653","26.6","ITU","","","R","19","35","","","","SD","","","","","","","","","","","15","","","1","6","44","","","","","","","","","","V","","","","","","","1",""
"18567","XXX","1949","","","2003","283471006","0414","AB","653","26.6","ITU","","","R","19","35","","","","SD","","","","","","","","","","","15","","","1","6","44","","","","","","","","","","V","","","","","","","1",""
"18567","XXX","1610","","","2004","283471006","0414","AC","653","26.6","ITU","","","R","19","35","","","","SD","","","","","","","","","","","15","","","1","6","44","","","","","","","","","","V","","","","","","","1",""
"18567","XXX","564","","","2005","283471006","0414","AD","653","26.6","ITU","","","R","19","35","","","","SD","","","","","","","","","","","15","","","1","6","44","","","","","","","","","","V","","","","","","","1",""
"18567","XXX","1059","","","2006","283471006","0414","AE","653","26.6","ITU","","","R","19","35","","","","SD","","","","","","","","","","","15","","","1","6","44","","","","","","","","","","V","","","","","","","1",""
"18567","XXX","579","","","2007","283471006","0414","AF","653","26.6","ITU","","","R","19","35","","","","SD","","","","","","","","","","","15","","","1","6","44","","","","","","","","","","V","","","","","","","1",""
"18567","XXX","1919","","","2008","283471006","0414","AG","653","26.6","ITU","","","R","19","35","","","","SD","","","","","","","","","","","15","","","1","6","44","","","","","","","","","","V","","","","","","","1",""
"18567","XXX","1497","","","2009","283471006","0414","AH","653","26.6","ITU","","","R","19","35","","","","SD","","","","","","","","","","","15","","","1","6","44","","","","","","","","","","V","","","","","","","1",""
"18567","XXX","614","","","2010","283471006","0414","AI","653","26.6","ITU","","","R","19","35","","","","SD","","","","","","","","","","","15","","","1","6","44","","","","","","","","","","V","","","","","","","1",""
"18567","XXX","911","","","2011","283471006","0414","AJ","653","26.6","ITU","","","R","19","35","","","","SD","","","","","","","","","","","15","","","1","6","44","","","","","","","","","","V","","","","","","","1",""
"18567","XXX","1928","","","2012","283471006","0414","AK","653","26.6","ITU","","","R","19","35","","","","SD","","","","","","","","","","","15","","","1","6","44","","","","","","","","","","V","","","","","","","1",""
"18567","XXX","655","","","2013","283471006","0414","AL","653","26.6","ITU","","","R","19","35","","","","SD","","","","","","","","","","","15","","","1","6","44","","","","","","","","","","V","","","","","","","1",""
"18567","XXX","2087","","","2014","283471006","0414","AM","653","26.6","ITU","","","R","19","35","","","","SD","","","","","","","","","","","15","","","1","6","44","","","","","","","","","","V","","","","","","","1",""
"18568","XXX","931","N","","2015","283471006","0415","","104","26.8","ITU","","","R","","","","","","SD","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18568","XXX","1472","Y","","2016","283471006","0415","","104","26.8","ITU","","","R","","","","","","SD","","","","","0","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18568","XXX","","N","","2017","283471006","0415","","104","26.8","ITU","","","R","","","","112","1603","SD","","","","","X","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
"18568","XXX","1123","","","2019","283471006","0415","AJ","104","26.8","ITU","","","R","","","","","","SD","","","","","","","","","","","","","","","","","","","","","","","","","","V","","","","","","","1",""
