REFERENCE,LONGREF,NOTE,USERID,CREATED,MODIFIED
JAF28:1037,"Albrand, M., Dubois, P., Etievant, P., Gelin, R., Tokarska, B. 1980. Identification of a New Volatile Compound in Onion (Allium cepa) and Leek (Allium porum): 3,4-dimethyl-2,5-dioxo-2,5-dihydrothiophene. J. Agric. Food Chem., 28(5): 1037-1038.",,DUKE,27-Oct-98,
17513,"Karmelyuk, L. V., Fel'dman, A. L., Gusar, Z. D., Markh, A. T., Korableva, N. P. 1982. Determination of Abscisic Acid in Common Onion Tissues. Fiziol Biokhim Kul't Rast, 14: 295-298.",,DUKE,27-Oct-98,
17514,"Smoczkiewiczowa, M. A., Lutomski, J., Nitschke, D. 1981. Chemical and Pharmacological Characterization of Allium cepa. Herba Pol., 27: 169-188.",,DUKE,27-Oct-98,
PC16:140,"Itoh, T., Tamura, T., Mitsuhashi, T., Matsumoto, T. 1977. Sterols of Liliaceae. Phytochemistry, 16: 140-141.",,DUKE,27-Oct-98,
PC19:2077,"Tissut, M., Ravanel, P. 1980. Assessment of Flavonols in Adult Leaves of Several Vegetative Vacuoles. Phytochemistry, 19: 2077-2081.",,DUKE,27-Oct-98,
17526,"Handa, G., Singh, J., Atal, C. K. 1983. Antiasthmatic Principle of Allium cepa L. (Onions). Indian Drugs, 20(6): 239-.",,DUKE,27-Oct-98,
17527,"Weisenberger, H., Grube, H., Koenig, E., Pelzer, H. 1972. Isolation and Identification of the Platelet Aggregation Inhibitor Present in the Onion. Allium cepa. Febs. Lett., 26(1): 105-108.",,DUKE,27-Oct-98,
17529,"Wilcox, B. F., Joseph, P. K., Augusti, K. T. 1984. Effects of Allylpropyl Disulphide Isolated from Allium cepa Linn. on High-Fat Fed Rats. Indian J. Biochem. Biophys., 21(3): 214-216.",,DUKE,27-Oct-98,
17536,"Dorsch, W., Adam, O., Weber, J., Ziegeltrum, T. 1985. Antiasthmatic Effects of Onion Extracts - Detection of Benzyl- and Other Isothiocyanates (Mustard Oils) as Antiasthmatic Compounds of Plant Origin. Eur. J. Pharmacol., 107(1): 17-24.",,DUKE,27-Oct-98,
17539,"Panossian, A. G. 1987. Search of Prostaglandins and Related Compounds in Plants. A Review of the Occurence of Prostaglandins and Prostaglandin-Like Compounds in Plnats. Prostaglandins, 33(3): 363-381.",,DUKE,27-Oct-98,27-Oct-98
17561,"Wagner, H., Bayer, T., Dorsch, W. 1988. The Antiasthmatic Principles of Zwiebel (Allium cepa L.). Z. Phytother., 9(6): 165-170.",,DUKE,27-Oct-98,
17565,"Badami, R. C., Patil, K. B. 1975. Minor Seed Oils. X: Physico-Chemical Characteristics and Fatty Acid Composition of Seven Minor Oils. J. Oil Technol. Ass. India, 7(3): 82-84.",,DUKE,27-Oct-98,
17573,"Herrmann, K. 1956. Quercitin Glycosides of Onions (Allium cepa). Naturwissenschaften, 43: 158-159.",,DUKE,27-Oct-98,
PC4:107,"Harborne, J. B. 1965. Plant Polyphenols-XIV. Characterization of Flavonoid Glycosides by Acidic and Enzymic Hydrolyses. Phytochemistry, 4: 107-120.",,DUKE,27-Oct-98,
17576,"Dakshinamurti, K. 1955. Choline Content of South Indian Foods. Curr. Sci., 24: 194-195.",,DUKE,27-Oct-98,
17577,"Herrmann, K. 1957. Oxidative Enzymes and Phenolic Substrate in Vegetables and Fruit. I. Hydroxycinnamic Acids. Z. Lebensm-Unters. Forsch., 106: 341-348.",,DUKE,27-Oct-98,
17578,"Kuroda, C. 1956. Quercetin from Onion Peelings. Jap: 4549.",,DUKE,27-Oct-98,
LIP,"Attrep, K. A., Mariani Jr., J. M., Attrep Jr., M. 1973. Search for Prostaglandin A-1 in the Onion. Lipids, 8(8): 484-486.",,DUKE,27-Oct-98,
17584,"Kaczmarek, F., Kowalewski, Z., Lutomski, J., Wrocinski, T. 1961. Preparation of a Diuretic Fraction from Dried Onion Scales. Biul. Inst. Rosl. Leczn., 7: 157-166.",,DUKE,27-Oct-98,
17588,"Adamski, R., Adamczewski, B. 1969. Modification of Quercetin Isolation from Dried Onion (Allium cepa) Leaves. Farm. Pol., 25(9): 737-740.",,DUKE,27-Oct-98,
17590,"Matikkala, E. J., Virtanen, A. I. 1970. Isolation of gamma-l-glutamy-l-arginine and gamma-l-glutamyl-s-(2-carboxy-n-propyl)-l-cysteine from Allium cepa (Onion). Suomen Kemistilehti, 43(11): 435-438.",,DUKE,27-Oct-98,
17592,"Link, K. P., Dickson, A. D., Walker, J. C. 1929. The Occurence of Protocatechuic Acid in Pigmented Onion Scales and its Relation to Disease Resistance in the Onion. J. Biol. Chem., 84: 719-725.",,DUKE,27-Oct-98,
17593,"Bacon, J. S. D. 1959. Trisaccharide Fraction of Some Monocotyledons. Biochem. J., 73: 507-514.",,DUKE,27-Oct-98,
17594,"Kornakova, A. A. 1958. Separation of the Quercetin from Onion Peels. Trudy Khim I Khim Tekhnol, 1: 682-683.",,DUKE,27-Oct-98,
17596,"Virtamen, A. I., Matikkala, E. J. 1960. New Gamma-Glutamyl Peptides in Onion (Allium cepa). I. Gamma-glutamylphenylalanine and gamma-glutamyl-s-(beta-carboxy-beta-methylethyl)-cysteinylglycine. Suomen Kemistilehti, 33B: 83-84.",,DUKE,27-Oct-98,
17597,"Virtanen, A. I., Matikkala, E. J. 1961. Structure of the Gamma-Glutamyl Peptide 4 Isolated from Onion (Allium cepa)-gamma-l-glutamyl-s-(1-propenyl)-cysteine sulfoxide. Suomen Kemistilehti, 34B: 84.",,DUKE,27-Oct-98,
17598,"Virtanen, A. I., Matikkala, B. J. 1961. New gamma-l-glutamyl Petides in Onion (Allium cepa). III. Suomen Kemistilehti, 34B: 53-54.",,DUKE,27-Oct-98,
17601,"Das, V. S. R., Rao, J. V. S. 1964. Phenolic Acids of Onion Plant. Curr. Sci., 33(15): 471-472.",,DUKE,27-Oct-98,
17602,"Das, V. S. R., Rao, J. V. S. 1965. Onion Root Gibberellins. Curr. Sci., 34(1): 28.",,DUKE,27-Oct-98,
17603,"Krylova, M. I. 1967. Carotenoids in the Reproductive Organs of Fertile and Sterile Onion Plants, Allium cepa. Bot. ZH., 52(9): 1340-1341.",,DUKE,27-Oct-98,
17604,"Soldatenkov, S. V., Mazurova, T. A., Ranteleev, A. N. 1960. Organic Acids of Onion and Spinach. Trudy Petergof Biol. Inst., Leningrad Gosudarst Univ Im AA Zhdanova, 18: 55-61.",,DUKE,27-Oct-98,
17605,"Sinha, A. 1959. Chemical Examination of Allium cepa. I. Glycosidic and Sugar Fractions. Indian J. Appl. Chem., 22: 89-91.",,DUKE,27-Oct-98,
17606,"Morgan, E. J. 1946. Pyruvic Acid in the Juice of Onion (Allium cepa). Nature (London), 157: 512.",,DUKE,27-Oct-98,
17608,"Wilkens, W. F. 1964. Isolation and Identification of the Lachrymogenic Compound of Onion. Cornell Univ., Agr. Expt. Sta. Mem. No., 385: 31 pp.",,DUKE,27-Oct-98,
17611,"Hermann, K. 1958. Flavonols and Phenols of the Onion (Allium cepa). Arch. Pharm. (Weinheim), 291: 238-247.",,DUKE,27-Oct-98,
17612,"Augusti, K. T. 1974. Effect on Alloxan Diabetes of Allyl Propyl Disulphide Obtained from Onion. Naturwissenschaften, 61: 172-173.",,DUKE,27-Oct-98,
17615,"Renis, H. E., Henze, R. E. 1957. Studies on Sulfur Compounds from Onion. Diss. Abstr. Int. B, 17: 1456-1457.",,DUKE,27-Oct-98,
17616,"Wilkens, W. F. 1962. The Isolation and Identification of the Lachrymogenic Compound of Onion. Diss. Abstr. Int. B, 22: 3978.",,DUKE,27-Oct-98,
17617,"Balansard, J., Arnoux, M. 1951. A Study of the Hepato-Renaldiuretics. III. The Active Principle of Onion Juice. Med. Trop. (Marseille), 11: 632-634.",,DUKE,27-Oct-98,
JAF19:269,"Brodnitz, M. H., Pascale, J. V. 1971. Thiopropanal S-Oxide: A Lachrymatory Factor in Onions. J. Agric. Food Chem., 19(2): 269-272.",,DUKE,27-Oct-98,
JAF9:140,"Carson, J. F., Wong, F. F. 1961. The Volatile Flavor Components of Onions. J. Agric. Food Chem., 9(2): 140-143.",,DUKE,27-Oct-98,
JFS34:365,"Fuleki, T. 1969. The Anthocyanins of Strawberry, Rhubarb, Radish, and Onion. J. Food Sci., 34(4): 365-369.",,DUKE,27-Oct-98,
YUG:1985,"Grujic-Injac, B., Basarevic-Dinic, L., Lajsic, S., Stefanovic, D. 1985. Chemical Analysis of Seed Oil of the Onion (Allium cepa). Hrana Ishrana, 25: 167-169 (Inst Ishr Vet Fak Belgrade, Yugoslavia)",,DUKE,27-Oct-98,
PM27:284,"Gecgil, A. S., Yalabik, H. S., Groves, M. J. 1975. A Note on Tragacanth of Turkish Origin. Planta Medica, 27: 284-286.",,DUKE,30-Oct-98,
JAS,J. Amer. Chem. Soc.,,DUKE,30-Oct-98,
JAS103:1868,"Lynn, D. G., Steffens, J. C., Kamut, V. S., Graden, D. W., Shabanowitz, J., Riopel, J. L. 1981. Isolation and Characterization of the First Host Recognition Substance for Parasitic Angiosperms. J. Amer. Chem. Soc., 103: 1868-1870.",,DUKE,30-Oct-98,
JAF43:2951,"Kim, S. M., Wu, C. M., Kobayashi, A., Kubota, K., Okumura, J. 1995. Volatile Compounds in Stir-Fried Garlic. J. Agric. Food Chem., 43(11): 2951-2955.",,DUKE,30-Oct-98,
NM50:135,"Usui, T., Suzuki, S. 1996. Isolation and Identification of Antiallergic Substance from Garlic (Allium sativum L.). Nat. Med., 50: 135-137.",,DUKE,30-Oct-98,
JCR,J. Chromatogr.,,DUKE,1-Nov-98,
JCR677:345,"Deruaz, D., et. al. 1994. Analytical Strategy by Coupling Headspace Gas Chromatography, Atomic Emission Spectrometric Detection and Mass Spectrometry Application to Sulfur Compounds from Garlic. J. Chromatogr., 677(2): 345-354.",,DUKE,1-Nov-98,
VKH:1978,"Hoang Van Phiet, Hoang Thanh Huong. 1978. Chemical Composition of the Essential Oil of Perilla ocymoides L. Tap San Hoa Hoc 16(2): 24-28.
",,DUKE,27-Nov-98,
15431,"Endo, S., Ishizaki, T., Kimata, M. 1993. Fatty Acid and Sterol Compositions in the Seeds of Perilla frutescens and Linum Usitatissimum. Takyo Gakugei Daigaku Kiyo Dai-4-Bumon, 45: 27-32.",,DUKE,27-Nov-98,
15877,"Crammer, B., Ikan, R. 1977. Properties and Synthesis of Sweetening Agents. Chem. Soc. Rev., 6: 431-565.",,DUKE,27-Nov-98,
PHZ11:598,"Holubek, J., Brym, J. 1956. Variations in Content of Volatile Oil and Citral in N. cataria v. citriodora, D. moldavica, and P. ocymoides in the Course of Vegetation. Pharmazie, 11: 598-.",,DUKE,27-Nov-98,
19043,"Janicki, J., Tobolewicz, I. 1953. Perilla ocymoides-A Raw material for the Production of Natural Oils. Przem Rolny Spozyw, 7: 56-.",,DUKE,27-Nov-98,
19044,"Lamparska, K. 1966. Studies on Vitamin C Dynamics in Perilla ocymoides and in Calendula officinalis Grown in Short and Long Day Conditions. Zesz Nauk Uniw Mikolaja Kopernika Toruniu Biol, 8: 69-.",,DUKE,27-Nov-98,
PC43:803,"Tada, M., Matsumoto, R., Chiba, K. 1996. An Oxidative Metabolite of Perillaldehyde from Perilla frutescens. Phytochemistry, 43(4): 803-804.",,DUKE,27-Nov-98,
19056,"Wang, Y. G., Zhao, Y. F., Li, M. J., Wang, W. I., Zhou, D., Han, D. Q., Liu, J. H., Li, L. N., Yang, Y. H. 1995. Common Perilla (Perilla frutescens) XI. Chemical Constituents on Seed of Common Perilla (P. frutescens). Chung Ts'ao Yao, 26(5): 236-238.",,DUKE,27-Nov-98,
19069,"Lee, K. I., Rhee, S. H., Park, K. Y., Kim, J. O. 1992. Antimutagenic Compounds Identified from Perilla Leaf. Han'guk Yongyang Siklyong Hakhoe Chi, 21(3): 302-307.",,DUKE,27-Nov-98,
19072,"Fujita, T., Nakayama, M. 1993. Aromatic Glycoside from Perilla frutescens. Patent-Japan Kokai Tokkyo Koho 05,86,087: 3 pp.",,DUKE,27-Nov-98,
19078,"Park, K. H., Kim, S. J., Hyun, K. H. 1993. Brassinosteroid Substances in Immature Perilla frutescens Seeds. Han'guk Nonghwa Hakhoe Chi, 36(3): 197-201.",,DUKE,27-Nov-98,
19079,"Honda, G., Yuba, A., Nishizawa, A., Tabata, M. 1994. Genetic Control of Geranial Formation in Perilla frutescens. Biochem. Genet, 32(5/6): 155-160.",,DUKE,27-Nov-98,
19083,"Longyah, T., Deosthale, Y. G. 1991. Chemical and Nutritional Studies on Hanshi (Perilla frutescens), a Traditional Oilseed from Northeast India. J. Amer. Oil Chem. Soc., 68(10): 781-784.",,DUKE,27-Nov-98,
JEO7:429,"Nguyen, X. D., La, D. M., Lu'u, D. C., Leclercq, P. A. 1995. Essential Oil Constituents from the Aerial Parts of Perilla frutescens (L.) Britton. J. Essent. Oil Res., 7(4): 429-432.",,DUKE,27-Nov-98,
19092,"Du, Y., Fu, B., Jiang, X. 1994. Perilla Alcohol Extraction from Perilla frutescens for Fragrance. Patent-Faming Zhuanli Shenqing Gongkai Shuomingshu-1,080,318: 4 pp.",,DUKE,27-Nov-98,
19084,"Takano, I., Yasuda, I., Hamano, T., Seto, T., Akiyama, K. 1990. Determination of Perilla Ketone in Perilla Herb by Capillary Gas Chromatography/Mass Spectrometry. Eisei Kagaku, 36(4): 320-325.",,DUKE,27-Nov-98,
19095,"Wilson, B. J. 1977. Perilla Ketone: A Potent Lung Toxin from the Mint Plant, Perilla frutescens. Science, 197: 573-574.",,DUKE,27-Nov-98,
19097,"Kinghorn, A. D., Compadre, C. M. 1985. Naturally Occurring Intense Sweeteners. Pharm. Int., 6(8): 201-204.",,DUKE,27-Nov-98,
19099,"Manandhar, M. D. 1981. Constituents of Perilla ocimoides Linn. J. Nep. Chem. Soc., 1(1): 18-20.",,DUKE,27-Nov-98,
JIC66:183,"Mathela, C. S., Shah, G. C., Melkani, A. B., Joshi, P. 1989. 3-Substituted-Furanyl Compounds of Perilla ocimoides. J. Indian Chem. Soc., 66(3): 183-184.",,DUKE,27-Nov-98,
SZ39:228,"Koezuka, Y., Honda, G., Sakamoto, S., Tabata, M. 1985. Genetic Control of Anthocyanin Production in Perilla frutescens. Shoyakugaku Zasshi, 39(3): 228-231.",,DUKE,27-Nov-98,
JIC,J. Indian Chem. Soc.,,DUKE,27-Nov-98,
19116,"Han, J. S. 1978. A Study on Sterol in Perilla frutescens. Yongnam Taehakkyo Nonmumjip Chayon Kwahak Pyon, 11: 211-215.",,DUKE,27-Nov-98,
PM6:480,"Koezuka, Y., Honda, G., Tabata, M. 1985. An Intestinal Propulsion Promoting Substance from Perilla frutescens and its Mechanism of Action. Plant Medica, 6: 480-482.",,DUKE,27-Nov-98,
19132,"Kopcewicz, J. 1972. Estrogens in the Short-Day Plants Perilla ocimoides and Chenopodium rubrum Grown Under Inductive and Non-Inductive Light Conditions. Z. Pflanzenphysiol, 67(4): 373-376.",,DUKE,27-Nov-98,
TRA2,"Germosen-Robineau, L. (Ed.) 1997. Farmacopea Vegetal Caribena. Endacaribe, Tramil. Ediciones Emile Desormeaux, Martinique F.W.I. 360 pp.",,DUKE,30-Nov-98,
JAO,J. Amer. Oil Chem. Soc.,,DUKE,3-Dec-98,
JAO37:440,"Earle, F. R., Glass, C. A., Geisinger, G. C., Wolff, I. A., Jones, Q. 1960. Search for New Industrial Oils. IV. J. Amer. Oil Chem. Soc., 37: 440.",,DUKE,3-Dec-98,
19133,"Sun, Y. Y., Yuan, Y. X. 1996. Study on Lipid Soluble Constituent in Seed of Abutilon theophrasti. Chung Ts'ao Yao, 27(6): 334.",,DUKE,3-Dec-98,
19134,"Matlawska, I. 1990. Investigation of Flavonoid Compounds of Selected Species from Malvaceae Family. Herba Pol., 36(3): 65-69.",,DUKE,3-Dec-98,
JCE14:1573,"Paszkowski, W. L., Kremer, R. J. 1988. Biological Activity and Tentative Identification of Flavonoid Components in Velvetleaf (Abutilon theophrasti Medik.) Seed Coats. J. Chem. Ecol., 14(7): 1573-1582.",,DUKE,3-Dec-98,
APL31:233,"Wierzchowsa-Renke, K., Sulma, T. 1974. Hierochloe Grass. III. Evaluation of Commercial Hierochole Material from Zulawy Plantations. Acta Pol Pharm, 31(2): 233-239.",,DUKE,8-Dec-98,
APL,Acta Pol Pharm,,DUKE,8-Dec-98,
TOP,Toxicol Appl. Pharmacol.,,DUKE,21-Dec-98,
TOP139:177,Toxicol Appl. Pharmacol. 1996.,,DUKE,21-Dec-98,
JN,J. Nutrition,,DUKE,12-Dec-98,
JN128:785,"Booth, S. L., Suttie, J. W. 1998. Dietary intake and adequacy of vitamin K. J. Nutrition, 128(5): 785-788.",,DUKE,12-Dec-98,
16568,"Blaque, G. 1923. Thymol Plants. Bull. Sci. Pharmacol., 30: 201-211.",,DUKE,20-Dec-98,
EJF22.1994,"Karaw-Ya, M. S., Ammar, N. M., Al-Okbl, S. Y. 1994. Studies on Guaran as Hypoglycemic Agent. Fac. Pharmacy, Cairo University, Cairo 11562 Egypt. Egypt J Food Sci, 22(1): 1-12.",,DUKE,30-Jan-99,
JIMA,J Ind Med Assn,,DUKE,30-Jan-99,
JIMA92(4).1994,"Sadhukhan, B., Roychowdhury, U., Banerjee, P., Sen, S. 1994. Clinical Evaluation of a Herbal Antidiabetic Product. Dept Endocrinol Metab, Calcutta 700020 India. J Ind Med Assn, 92(4): 115-117.",,DUKE,30-Jan-99,
IJP32:163,"Rafatullah, S., Al-Yahya-Ma, Al-Said, M. A., Taragan, K. A. H., Mossa, J. S. 1994. Gastric Anti-ulcer and Cytoprotective Effects of Cyamopsis tetragonolaoba ('Guar') in Rats. Indian J Pharmacy, 32(2): 163-170.",,DUKE,30-Jan-99,
BBB57:1606,"Tsuda, T., Makino, Y., Kato, H., Osawa, T., Kawakishi, S. 1993. Screening for Antioxidative Activity of Edible Pulses. Biosci Biotech Biochem, 57(9): 1606-1608.",,DUKE,30-Jan-99,
JIC69:345,"Singh, J., Kaushal, G. P. 1992. A New Flavonoltetraglycoside From Guar (Cyamopsis tetragonoloba) Leaves. J Indian Chem Soc, 69(6): 345-346.",,DUKE,30-Jan-99,
IJE29:730,"Sivaswamy, S. N., Balachandran, B., Balanehru, S., Sivaramakrishnan, V. M. 1991. Mutagenic Activity of South Indian Food Items. Indian J Exp Biol, 29(8): 730-737.",,DUKE,30-Jan-99,
IJM,Indian J Med Res,,DUKE,30-Jan-99,
IJM88:550,"Singh, L., Nityanand, S. 1988. Hypolipidemic Effect of Guar Gum in Rats & Rabbits. Indian J Med Res, 88(6): 550-557.",,DUKE,30-Jan-99,
IJPP,Indian J Physiol Pharmacol,,DUKE,30-Jan-99,
IJPP31:77,"Srivastava, A., Longia, G. S., Singh, S. P., Joshi, L. D. 1987. Hypoglycaemic and Hypolipaemic Effects of Cyamopsis tetragonoloba (Guar) in Normal and Diabetic Guinea Pigs. Indian J Physiol Pharmacol, 31(2): 77-83.",,DUKE,30-Jan-99,
FCT22:307,"Vartiainen, T., Gynther, J. 1984. Fluoroacetic Acid in Guar Gum. Food Chem Toxicol, 22(4): 307-308.",,DUKE,30-Jan-99,
JSF,J Sci Food Agr,,DUKE,30-Jan-99,
JSF33:461,"Kaushal, G. P., Bhatia, I. S. 1982. A Study of Polyphenols in the Seeds and Leaves of Guar (Cyamopsis tetragonoloba L. Taub). J Sci Food Agr, 33: 461-470.",,DUKE,30-Jan-99,
PC19:1247,"Coxon, D. T., Wells, J. W. 1980. 3-epikatonic acid from Guar Meal, Cyamopsis tetragonoloba. Phytochemistry, 19: 1247-1248.",,DUKE,30-Jan-99,
PBJ,Plant Biochem J,,DUKE,30-Jan-99,
PBJ5:140,"Bajaj, K. L., Rani, M., Arora, Y. K. 1978. Polyphenols and Lignins of Mature Guar Pods (Cyamopsis tetragonolobus). Plant Biochem J, 5: 140-145.",,DUKE,30-Jan-99,
BJN,Baroda J Nutr,,DUKE,30-Jan-99,
BJN5:17,"Ahuja, B. S., Chopra, A. K. 1978. Intestinal Amylase Activity in Rats Fed Raw Guardhal (Cyamopsis tetragonoloba) and Effects of Trysin Supplementation. Baroda J Nutr, 5(1): 17-18.",,DUKE,30-Jan-99,
FT62:221,"Naovi, S. A. H., Khan, M. S. Y., Vohora, S. B. 1991. Anti-bacterial, Anti-fungal and Anthelmintic Investigations on Indian Medicinal Plants. Fitoterapia, 62(3): 221-228.",,DUKE,30-Jan-99,
CS,Curr Sci,,DUKE,30-Jan-99,
CS58:1332,"Daniel, M. 1989. Polyphenols of Some Indian Vegetables. Curr Sci, 58(23): 1332-1334.",,DUKE,30-Jan-99,
EJC,European J. Cli. Nutr.  (Vol. 49 suppl.=1995),,DUKE,30-Jan-99,28-Apr-00
JIC66:833,"Singh, J., Kaushal, G. P., Sood, R. 1989. A New Flavonol Glycoside from Guar (Cyamopsis tetragonoloba L. Taub). J Indian Chem Soc, 66(11): 833-834.",,DUKE,30-Jan-99,
CCA,Clinica Chim Acta,,DUKE,30-Jan-99,
CCA183:253,"Miettinen, T. A., Tarpila, S. 1989. Serum Lipids and Cholesterol Metabolism During Guar Gum, Plantago ovata and High Fiber Treatments. Clinica Chim Acta, 183(3): 253-262.",,DUKE,30-Jan-99,
BPP,Biochem Physiol Pflanz,,DUKE,30-Jan-99,
BPP181:571,"Kandasamy, M. K. 1986. The Stigmatic Exudate of Cyamopsis tetragonoloba L. Taub. Biochem Physiol Pflanz, 181(8): 571-575.",,DUKE,30-Jan-99,
JAF32:1073,"Varade, P. B., Misra, B. K., Sikka, K. C., Singh, S. P. 1984. Nutritive Assessment of Guar Oil (Cyamopsis tetragonoloba L. Taub). J Agr Food Chem, 32(5): 1073-1075.",,DUKE,30-Jan-99,
BR,Biomed Res,,DUKE,30-Jan-99,
BR5:273,"Chin, B. C., Renlund, R. C., Track, N. S. 1984. Guar Gum Reduces the Incidence of Streptozotocin-Induced Renal Tumorsin Wistar in Rats. Biomed Res, 5(3): 273-278.",,DUKE,30-Jan-99,
EJF,Egypt J Food Sci,,DUKE,30-Jan-99,
FFJ10:239,"Mallavarupu, G. R. et al. 1995. Investigation of the essential oil of cinnamon leaf grown at Bangalore and Hyderabad. Flav. & Fragr. J., 10: 239-242.",,DUKE,11-Feb-99,
5,"Khan, Bibi & Zia. 1985. Pak. J. Sci. Ind. Res. 28: 234.",,DUKE,11-Feb-99,
PFH51:167,"Chithra, V., Leelamma, S. 1997. Hypolipidemic effect of coriander seeds (Coriandrum sativum): mechanism of action. Plant Foods Hum Nutr, 51(2):167-72.",,DUKE,16-Feb-99,
JE48:25,"Roman-Ramos, R., Flores-Saenz, J. L., Alarcon-Aguilar, F. J. 1995. Anti-hyperglycemic effect of some edible plants. J Ethnopharmacology, 48(1): 25-32.",,DUKE,17-Feb-99,
13644,"Plouvier, V. 1987. Occurrence and distribution of syringoside, skimmin and similar coumarin glycosides and loganin in several botanical groups. C. R. Acad. Sci. Ser. III, 305(6): 183-186.",,DUKE,4-Mar-99,
BAM1,Biogenic Amines 8(3/4): 167-173.1992,,DUKE,9-Mar-99,
ADL1,"H. Adlercreutz, pers. comm.",,DUKE,9-Mar-99,
KJFST,Korean J. Food Sci. Techn. 13(2): 165-169. 1981.,,DUKE,12-Mar-99,
KJFST13:1661,Korean J. Food Sci. Techn. 13(2): 166. 1981.,,DUKE,12-Mar-99,
KJFST13:1671,Korean J. Food Sci. Techn. 13(2): 167. 1981.,,DUKE,12-Mar-99,
PHT,Pharmacol Toxicol,,DUKE,16-Mar-99,
PHT82:108,"Moreno, L., Bello, R., Beltr'an, B., Calatayud, S., Primo-Y'ufera, E., Esplugues, J. 1998. Pharmacological screening of different Juniperus oxycedrus L. Extracts. Pharmacol Toxicol, 82(2):108-120.",,DUKE,16-Mar-99,21-Apr-00
FFJ1:137,"Tucker, A. O. and Maciarello, M. J. 1998. The essential oils of some rosemary cultivars. Flavor and Fragrance Journal, 1: 137-142. 1986.",,DUKE,28-Mar-99,
12259,"Simpson, J. C. E., Williams, N. E. 1937. The Ether-Soluble Constituents of Sarsaparilla Root. Part I. J. Chem. Soc., 1937: 733-738.",,DUKE,31-Mar-99,
PC43:465,"Bernardo, R. R., Pinto, A. V., Parente, J. P. 1996. Steroidal Saponins from Smilax officinalis. Phytochemistry, 43(2): 465-469.",,DUKE,31-Mar-99,
TL21:2887,"Adolf, W., Hecker, E. 1980. New Irritant Diterpene Esters from Roots of Stillingia sylvatica L. (Euphorbiaceae). Tetrahedron Lett., 21: 2887-2890",,DUKE,2-Apr-99,
PR13:102,"Meckes, M., Calzada, F., Tapia-Contreras, A., Cedillo-Rivera, R. 1999. Antiprotozoal Properties of Helianthemum glomeratum. Phytotherapy Research, 13(2): 102-105.",,DUKE,6-Apr-99,
CAB,"Fernando Cabieses, 1994.",,DUKE,7-Apr-99,
JEO2:115,"Ekundayo, O., Laakso, I., Holopainen, M., Hiltunen, R., Oguntimein, B., and Kauppinen, V. 1990. The Chemical Composition and Antimicrobial Activity of the Leaf Oil of Vitex agnus-castus L. J. Essential Oil Research, 2: 115-119.",,DUKE,8-Apr-99,
12056,"Mulchandani, N. B., Badheka, L. P., Iyer, S. S. 1971. Structure of Tylophroinidine: A New Potential Antitumor Alkaloid from Tylophora asthmatica Plants. Chem Ind (London) 1971: 505-506.",,DUKE,8-Apr-99,
20122,"Luo, W., Ang, C. Y. W., Schmitt, T. C., Betz, J. M. 1998. Determination of Salicin and Related Compounds in Botanical Dietary Supplements by Liquid Chromatography with Fluorescence Detection. J Aoac Int, 81(4): 757-762.",,DUKE,8-Apr-99,
PR10:18,"Van Ginkel, A. 1996. Identification of the Alkaloids and Flavonoids from Uncaria tomentosa Bark by TLC in Quality Control. Phytotherapy Research, 10: S18-S19.",,DUKE,8-Apr-99,
14312,"Damtoft, S., Jensen, S. R., Nielsen, B. J. 1979. Iridoids in Verbena. Taxon, 28: 525-528.",,DUKE,9-Apr-99,
TL1973:1463,"Rimpler, H., Schaefer, B. 1973. Hastatoside, a New Iridoid from Verbena officinalis and Verbena hastata. Tetrahedron Letters: 1463-1464.",,DUKE,9-Apr-99,
20205,"Rimpler, H., Schaefer, B. 1979. Hastatoside, a New Iridoid from Verbena hastata L. and Verbena officinalis L. Z Naturforsch Ser, 34: 311-318.",,DUKE,9-Apr-99,
20207,"Milz, S., Rimpler, H. 1979. Iridoids in Verbena and Some Other Verbenoideae. Z Naturforsch Ser C, 34: 319-329.",,DUKE,9-Apr-99,
20209,"Cheymol, J. 1937. Stachyose and Verbenaloside in Plants of the Genus Verbena. Bull Soc Chim Biol, 19: 1647-1653.",,DUKE,9-Apr-99,
PM62:83,"Zwavina, J. H., Bos, R. 1996. Composition of the Essential Fruit Oil of Vitex agnus-castus. Planta Medic, 62(1): 83-84.",,DUKE,9-Apr-99,
PR4:216,"Saqib, Q. N., Hui, Y. H., Anderson, J. E. and McLaughlin, J. L. 1990. Bioactive Furanocoumarins from the Berries of Zanthoxylum americanum. Phytotherapy Research 4(6): 216-219.",,DUKE,10-Apr-99,
ARS'99,"ARS News Notes, April 7, 1999. Anticancer Agent Confirmed in Berries; ARS Natural Products Utilization Research Unit, Oxford, Miss.",,DUKE,14-Apr-99,
HCA82:408,"Tezuka, Y., et al. 1998. Helisterculins A and B, two new (7.5',8.2')-neolignans, and helisorin, the first (6.4',7.5',8.2')-neolignan, from the Indonesian medicinal plant Helicteres isora. Helv. Chim. Acta, 82(3): 408-417.",,DUKE,14-Apr-99,
DAD,"Duke, J. A. and duCellier, J. L. 1993. CRC Handbook of Alternative Cash Crops. CRC Press. Boca Raton, FL 33431. 536 pp. US $312.50.
",,DUKE,14-Apr-99,
EB35:24,"Smith, J. L. and Perino, J. V. 1981. Osage Orange (Maclura pomifera): History and Economic Uses. Economic Botany 35(1): 24-41",Assumes ZMB=5 x APB,DUKE,11-May-99,
