SUPERACT,ACTIVITY
Hayfever,Bronchospasmolytic
Hayfever,Bronchotonic
Hayfever,COX-2-Inhibitor
Hayfever,Cyclooxygenase-Inhibitor
Hayfever,Decongestant
Hayfever,Expectorant
Hayfever,Immunomodulator
Hayfever,Inhibit-Cytokine-Production
Hayfever,Antiinterleukin-1
Hayfever,Lipoxygenase-Inhibitor
Hayfever,Mast-Cell-Stabilizer
Hayfever,PAF-Inhibitor
Hayfever,Prostaglandin-Synthesis-Inhibitor
Hayfever,Prostaglandin-Synthetase-Inhibitor
Headache,5-HT-Inhibitor
Headache,Analgesic
Headache,Anesthetic
Headache,Anti-5-HT
Headache,Anticephalgic
Headache,Antiinflammatory
Headache,Antimigraine
Headache,Antimyalgic
Headache,Antineuralgic
Headache,Antinociceptive
Headache,Antispasmodic
Headache,Arteriodilator
Headache,COX-2-Inhibitor
Headache,Counterirritant
Headache,Cyclooxygenase-Inhibitor
Headache,Myorelaxant
Headache,Sedative
Headache,Spasmolytic
Headache,Tranquilizer
Headache,Vasodilator
Heart Attack/Coronary Infarct,Antiaggregant
Heart Attack/Coronary Infarct,Antianginal
Heart Attack/Coronary Infarct,Antiarrhythmic
Heart Attack/Coronary Infarct,Antiarteriosclerotic
Heart Attack/Coronary Infarct,Antiatherogenic
Heart Attack/Coronary Infarct,Antiatheromic
Heart Attack/Coronary Infarct,Antiatherosclerotic
Heart Attack/Coronary Infarct,Antiatherotic
Heart Attack/Coronary Infarct,Anticardiac
Heart Attack/Coronary Infarct,Anticardiospasmic
Heart Attack/Coronary Infarct,Anticoagulant
Heart Attack/Coronary Infarct,Anticoronary
Heart Attack/Coronary Infarct,Antiedemic
Heart Attack/Coronary Infarct,Antihypercholesterolemic
Heart Attack/Coronary Infarct,Antihypertensive
Heart Attack/Coronary Infarct,Antiinfarctal
Heart Attack/Coronary Infarct,Antiischemic
Heart Attack/Coronary Infarct,Antioxidant
Heart Attack/Coronary Infarct,Antiplatelet
Heart Attack/Coronary Infarct,Antistress
Heart Attack/Coronary Infarct,Antistroke
Heart Attack/Coronary Infarct,Antitachycardic
Heart Attack/Coronary Infarct,Antithrombic
Heart Attack/Coronary Infarct,Antithrombotic
Heart Attack/Coronary Infarct,Arteriodilator
Heart Attack/Coronary Infarct,Beta-Blocker
Heart Attack/Coronary Infarct,Calcium-Blocker
Heart Attack/Coronary Infarct,Calcium-Channel-Blocker
Heart Attack/Coronary Infarct,Cardiodepressant
Heart Attack/Coronary Infarct,Cardioprotective
Heart Attack/Coronary Infarct,Cardiorelaxant
Heart Attack/Coronary Infarct,Cardiosedative
Heart Attack/Coronary Infarct,Cardiotonic
Heart Attack/Coronary Infarct,Diuretic
Heart Attack/Coronary Infarct,Hypocholesterolemic
Heart Attack/Coronary Infarct,Hypotensive
Heart Attack/Coronary Infarct,Myocardiodepressant
Heart Attack/Coronary Infarct,Myocardiotonic
Heart Attack/Coronary Infarct,Nervine
Heart Attack/Coronary Infarct,Sedative
Heart Attack/Coronary Infarct,Vasodilator
Heart Attack/Coronary Infarct,Vasoprotective
Heart Attack/Coronary Infarct,Vasorelaxant
Heart Attack/Coronary Infarct,Vasotonic
Heart Attack/Coronary Infarct,Venotonic
Hemorrhoids,Analgesic
Hemorrhoids,Anesthetic
Hemorrhoids,Anticapillary-Fragility
Hemorrhoids,Antidiuretic
Hemorrhoids,Antiedemic
Hemorrhoids,Antiinflammatory
Hemorrhoids,Antinociceptive
Hemorrhoids,Antiscorbutic
Hemorrhoids,Aperient
Hemorrhoids,Astringent
Hemorrhoids,COX-2-Inhibitor
Hemorrhoids,Cyclooxygenase-Inhibitor
Hemorrhoids,Fibrinolysis
Hemorrhoids,Fibrinolysis Enzyme Activator
Hemorrhoids,Fibrinolysis Promoter
Hemorrhoids,Fibrinolytic
Hemorrhoids,Hepatoprotective
Hemorrhoids,Hepatostimulant
Hemorrhoids,High Fiber
Hemorrhoids,Improve Capillary Fragility
Hemorrhoids,Soluble Fiber-Rich
Hemorrhoids,Venotonic
Hepatoses/Liver,AntiEBV
Hepatoses/Liver,AntiHSV-1
Hepatoses/Liver,Anticholestatic
Hepatoses/Liver,Anticirrhotic
Hepatoses/Liver,Anticytomegalovirus
Hepatoses/Liver,Anticytotoxic
Hepatoses/Liver,Antidote (Acetaminophen)
Hepatoses/Liver,Antidote (Aluminum)
Hepatoses/Liver,Antidote (Amanita)
Hepatoses/Liver,Antidote (Mushroom)
Hepatoses/Liver,Antiedemic
Hepatoses/Liver,Antiencephalopathic
Hepatoses/Liver,Antiendotoxic
Hepatoses/Liver,Antifibrotic
Hepatoses/Liver,Antihepatitic
Hepatoses/Liver,Antihepatocarcinogenic
Hepatoses/Liver,Antihepatotic
Hepatoses/Liver,Antihepatotoxic
Hepatoses/Liver,Antiherpetic
Hepatoses/Liver,Antiinflammatory
Hepatoses/Liver,Antileukotriene
Hepatoses/Liver,Antileukotrienogenic
Hepatoses/Liver,Antilipolytic
Hepatoses/Liver,Antilipoperoxidant
Hepatoses/Liver,Antinecrotic
Hepatoses/Liver,Antioxidant
Hepatoses/Liver,Antioxidant Synergist
Hepatoses/Liver,Antiperoxidant
Hepatoses/Liver,Antiperoxidative
Hepatoses/Liver,Antiprostaglandigenic
Hepatoses/Liver,Antiprostaglandin
Hepatoses/Liver,Antiradicular
Hepatoses/Liver,Antiscorbutic
Hepatoses/Liver,Antitriglyceride
Hepatoses/Liver,Antivaricose
Hepatoses/Liver,Antiviral
Hepatoses/Liver,COX-2-Inhibitor
Hepatoses/Liver,Cancer-Preventive
Hepatoses/Liver,Cholagogue
Hepatoses/Liver,Cholekinetic
Hepatoses/Liver,Choleretic
Hepatoses/Liver,Choline-Sparing
Hepatoses/Liver,Cyclooxygenase-Inhibitor
Hepatoses/Liver,Cytoprotective
Hepatoses/Liver,Detoxicant
Hepatoses/Liver,Free-Radical Scavenging
Hepatoses/Liver,Glutathionergic
Hepatoses/Liver,Glutathionigenic
Hepatoses/Liver,Hepatoprotective
Hepatoses/Liver,Hepatoregenerative
Hepatoses/Liver,Hepatotonic
Hepatoses/Liver,Hepatotropic
Hepatoses/Liver,Immunostimulant
Hepatoses/Liver,Interferon-Synergist
Hepatoses/Liver,Interferonogenic
Hepatoses/Liver,Lipotropic
Hepatoses/Liver,Lipoxygenase-Inhibitor
Hepatoses/Liver,Membranomodulator
Hepatoses/Liver,Methyl-Donor
Hepatoses/Liver,Phagocytotic
Hepatoses/Liver,Previtamin-A
Hepatoses/Liver,Proteinogenic
Hepatoses/Liver,RES-Activator
Hepatoses/Liver,Tocopherol-Synergist
Hepatoses/Liver,Triglycerolytic
Hepatoses/Liver,Vitamin-A-Activity
Herpes,Analgesic
Herpes,Anesthetic
Herpes,Antiherpetic
Herpes,Antinociceptive
Herpes,Antiseptic
Herpes,Antistress
Herpes,Antiviral
Herpes,Immunostimulant
Herpes,Nervine
Hiccups,Antiflatulent
Hiccups,Antigas
Hiccups,Antihiccup
Hiccups,Antispasmodic
Hiccups,Carminative
Hiccups,Myorelaxant
Hiccups,Spasmolytic
High Blood Pressure/Hypertension,Antiaggregant
High Blood Pressure/Hypertension,Anticardiac
High Blood Pressure/Hypertension,Anticoagulant
High Blood Pressure/Hypertension,Anticoronary
High Blood Pressure/Hypertension,Antihypertensive
High Blood Pressure/Hypertension,Antiinfarctal
High Blood Pressure/Hypertension,Antioxidant
High Blood Pressure/Hypertension,Antiplatelet
High Blood Pressure/Hypertension,Antistress
High Blood Pressure/Hypertension,Antistroke
High Blood Pressure/Hypertension,Antithrombotic
High Blood Pressure/Hypertension,Antithromboxane
High Blood Pressure/Hypertension,Anxiolytic
High Blood Pressure/Hypertension,Arteriodilator
High Blood Pressure/Hypertension,Beta-Blocker
High Blood Pressure/Hypertension,Calcium-Blocker
High Blood Pressure/Hypertension,Calcium-Channel-Blocker
High Blood Pressure/Hypertension,Cardiodepressant
High Blood Pressure/Hypertension,Cardioprotective
High Blood Pressure/Hypertension,Cardiorelaxant
High Blood Pressure/Hypertension,Cardiosedative
High Blood Pressure/Hypertension,Cardiotonic
High Blood Pressure/Hypertension,Cerebrovasodilator
High Blood Pressure/Hypertension,Decrease Thromboxane Activity/Production
High Blood Pressure/Hypertension,Diuretic
High Blood Pressure/Hypertension,EDRF-Promoter
High Blood Pressure/Hypertension,Endothelium-Derived Relaxing Factor Promoter
High Blood Pressure/Hypertension,Hypotensive
High Blood Pressure/Hypertension,Increase Prostacyclin Activity/Production
High Blood Pressure/Hypertension,Myocardiodepressant
High Blood Pressure/Hypertension,Myocardiotonic
High Blood Pressure/Hypertension,Nervine
High Blood Pressure/Hypertension,Sedative
High Blood Pressure/Hypertension,Vasodilator
High Blood Pressure/Hypertension,Vasoprotective
High Blood Pressure/Hypertension,Vasorelaxant
High Blood Pressure/Hypertension,Vasotonic
High Blood Pressure/Hypertension,Venotonic
High Cholesterol/Hypercholesterolemia,Anti-LDL
High Cholesterol/Hypercholesterolemia,Antiaggregant
High Cholesterol/Hypercholesterolemia,Antiarteriosclerotic
High Cholesterol/Hypercholesterolemia,Antiatherogenic
High Cholesterol/Hypercholesterolemia,Antiatheromic
High Cholesterol/Hypercholesterolemia,Antiatherosclerotic
High Cholesterol/Hypercholesterolemia,Antiatherotic
High Cholesterol/Hypercholesterolemia,Anticholestatic
High Cholesterol/Hypercholesterolemia,Anticholesteremic
High Cholesterol/Hypercholesterolemia,Anticirrhotic
High Cholesterol/Hypercholesterolemia,Anticoagulant
High Cholesterol/Hypercholesterolemia,Antidiabetic
High Cholesterol/Hypercholesterolemia,Antihomocystinuric
High Cholesterol/Hypercholesterolemia,Antihypercholesterolemic
High Cholesterol/Hypercholesterolemia,Antihyperlipoproteinaemic
High Cholesterol/Hypercholesterolemia,Antihyperlipoproteinemic
High Cholesterol/Hypercholesterolemia,Antihypertensive
High Cholesterol/Hypercholesterolemia,Antiischemic
High Cholesterol/Hypercholesterolemia,Antilipogenic
High Cholesterol/Hypercholesterolemia,Antilipoperoxidant
High Cholesterol/Hypercholesterolemia,Antiobesity
High Cholesterol/Hypercholesterolemia,Antioxidant
High Cholesterol/Hypercholesterolemia,Antioxidant (LDL)
High Cholesterol/Hypercholesterolemia,Antioxidant Synergist
High Cholesterol/Hypercholesterolemia,Antiscorbutic
High Cholesterol/Hypercholesterolemia,Biletropic
High Cholesterol/Hypercholesterolemia,Cholagogue
High Cholesterol/Hypercholesterolemia,Choleretic
High Cholesterol/Hypercholesterolemia,Cholesterolytic
High Cholesterol/Hypercholesterolemia,Diuretic
High Cholesterol/Hypercholesterolemia,Fiber-Rich
High Cholesterol/Hypercholesterolemia,Free-Radical Scavenging
High Cholesterol/Hypercholesterolemia,HDL-genic
High Cholesterol/Hypercholesterolemia,HMG-CoA-Inhibitor
High Cholesterol/Hypercholesterolemia,Hepatoprotective
High Cholesterol/Hypercholesterolemia,Hypocholesterolemic
High Cholesterol/Hypercholesterolemia,Hypolipidemic
High Cholesterol/Hypercholesterolemia,Hypotensive
High Cholesterol/Hypercholesterolemia,Inhibit ACAT
High Cholesterol/Hypercholesterolemia,Myocardiotonic
High Cholesterol/Hypercholesterolemia,Nervine
High Cholesterol/Hypercholesterolemia,Suppress HMG-CoA Reductase Activity
High Cholesterol/Hypercholesterolemia,Thyrostimulant
High Cholesterol/Hypercholesterolemia,Tocopherol-Synergist
Hives,12-Lipoxygenase-Inhibitor
Hives,Antiallergic
Hives,Antidermatitic
Hives,Antiedemic
Hives,Antihistamine
Hives,Antihistaminic
Hives,Antiinflammatory
Hives,Antioxidant
Hives,Antiuriticaric
Hives,COX-2-Inhibitor
Hives,Cyclooxygenase-Inhibitor
Hives,Demulcent (topical)
Hives,Free-Radical Scavenging
Hives,Inhibit 12-Lipoxygenase
Hives,Inhibit AA Series Prostaglandin Synthesis
Hives,Inhibit Cyclooxygenase
Hives,Inhibit Cytokine Production
Hives,Inhibit DTH
Hives,Antiinterleukin-1
Hives,Inhibit Lipoxygenase
Hives,Inhibit Production of Tumor Necrosis Factor
Hives,Inhibit Prostaglandin Synthase
Hives,Lipoxygenase-Inhibitor
Hives,Mast Cell Stabilizer
Hot Flashes,Anticapillary-Fragility
Hot Flashes,Antipyretic
Hot Flashes,Improve Microcirculation
Hot Flashes,Vasoconstrictor
IBD,Analgesic
IBD,Anesthetic
IBD,AntiIBD
IBD,Antiacid
IBD,Antianxiety
IBD,Antibacterial
IBD,Anticapillary-Fragility
IBD,Antidepressant
IBD,Antidyspeptic
IBD,Antiedemic
IBD,Antiemetic
IBD,Antiflatulent
IBD,Antigastric
IBD,Antigastritic
IBD,Antigastrotic
IBD,Antiinflammatory
IBD,Antinauseant
IBD,Antinociceptive
IBD,Antioxidant
IBD,Antipeptic
IBD,Antiseptic
IBD,Antispasmodic
IBD,Antispasmogenic
IBD,Antistress
IBD,Antiulcer
IBD,Antiulcerogenic
IBD,Anxiolytic
IBD,Bitter
IBD,COX-2-Inhibitor
IBD,Capillarifortificant
IBD,Capillariprotective
IBD,Carminative
IBD,Circulatory-Stimulant
IBD,Cyclooxygenase-Inhibitor
IBD,Demulcent
IBD,Digestive
IBD,Diuretic
IBD,Gastric-Anesthetic
IBD,Gastroprotective
IBD,Gastrosedative
IBD,Gastrostimulant
IBD,Lipoxygenase-Inhibitor
IBD,Myorelaxant
IBD,Natriuretic
IBD,Nervine
IBD,Proteolytic
IBD,Saluretic
IBD,Secretogogue
IBD,Sedative
IBD,Sialogogue
IBD,Tranquilizer
Impotence,Adaptogenic
Impotence,Anabolic
Impotence,Androgenic
Impotence,Antiaggregant
Impotence,Antiarteriosclerotic
Impotence,Antiatherogenic
Impotence,Antiatheromic
Impotence,Antiatherosclerotic
Impotence,Antiatherotic
Impotence,Antiimpotence
Impotence,Antiischemic
Impotence,Aphrodisiac
Impotence,Arginine-Generating
Impotence,Arginine-Rich
Impotence,CNS-Stimulant
Impotence,Cantharic
Impotence,Circulatory-Stimulant
Impotence,Dopaminergic
Impotence,Genital-Stimulant
Impotence,Hypertensive
Impotence,NO-Sparing
Impotence,NO-Genic
Impotence,Phosphodiesterase-Inhibitor
Impotence,Priapistic
Impotence,Testosterogenic
Impotence,Testosterone-Inducer
Impotence,Tyrosine-Hyroxylase-Activator
Impotence,cGMP-Sparing
Impotence,cGMP-genic
Incontinence,5-Alpha-Reductase-Inhibitor
Incontinence,Adaptogenic
Incontinence,Adrenergic
Incontinence,Adrenergic-Blocker
Incontinence,Alpha-Reductase-Inhibitor
Incontinence,Amphiestrogenic
Incontinence,AntiBPH
Incontinence,AntiUTI
Incontinence,Antialzheimeran
Incontinence,Antianxiety
Incontinence,Antibacterial
Incontinence,Anticandidosis
Incontinence,Anticholinergic
Incontinence,Anticystitic
Incontinence,Antidementia
Incontinence,Antidepressant
Incontinence,Antidiuretic
Incontinence,Antiedemic
Incontinence,Antienuretic
Incontinence,Antiglycosuric
Incontinence,Antihistaminic
Incontinence,Antihyperglycemic
Incontinence,Antiincontinence
Incontinence,Antiinflammatory
Incontinence,Antineurogenic
Incontinence,Antineuropathic
Incontinence,Antisenility
Incontinence,Antiseptic
Incontinence,Antispasmodic
Incontinence,Antispasmogenic
Incontinence,Antispasmophilic
Incontinence,Antispastic
Incontinence,Antispermatorrheic
Incontinence,Antistress
Incontinence,Antiurethritic
Incontinence,Antiurethrotic
Incontinence,Antiyeast
Incontinence,Anxiolytic
Incontinence,Bacteristat
Incontinence,Candidicide
Incontinence,Candidistat
Incontinence,Estrogen
Incontinence,Estrogen-Agonist
Incontinence,Estrogenic
Incontinence,Fungicide
Incontinence,Fungistat
Incontinence,Hypocalcemic
Incontinence,Litholytic
Incontinence,Myotonic
Incontinence,Nervine
Incontinence,Phytoestrogenic
Incontinence,Phytohormonal
Incontinence,Phytohormone
Incontinence,Tonic
Incontinence,Urinary-Antiseptic
Infarction,Antiaggregant
Infarction,Antianginal
Infarction,Antiarteriosclerotic
Infarction,Antiatherogenic
Infarction,Antiatheromic
Infarction,Antiatherosclerotic
Infarction,Antiatherotic
Infarction,Anticardiac
Infarction,Anticoagulant
Infarction,Anticoronary
Infarction,Antihypercholesterolemic
Infarction,Antihypertensive
Infarction,Antiinfarctal
Infarction,Antiischemic
Infarction,Antioxidant
Infarction,Antiplatelet
Infarction,Antistress
Infarction,Antistroke
Infarction,Antithrombic
Infarction,Antithrombotic
Infarction,Arteriodilator
Infarction,Beta-Blocker
Infarction,Calcium-Blocker
Infarction,Calcium-Channel-Blocker
Infarction,Cardioprotective
Infarction,Cardiorelaxant
Infarction,Cardiosedative
Infarction,Cardiotonic
Infarction,Cerebrovasodilator
Infarction,Diuretic
Infarction,Hypocholesterolemic
Infarction,Hypotensive
Infarction,Myocardiotonic
Infarction,Sedative
Infarction,Vasodilator
Infarction,Vasoprotective
Infarction,Vasorelaxant
Infarction,Vasotonic
Infarction,Venotonic
Infection,Amebicide
Infection,Analgesic
Infection,Anesthetic
Infection,Antibacterial
Infection,Antibiotic
Infection,Antiedemic
Infection,Antiinflammatory
Infection,Antilymphedemic
Infection,Antinociceptive
Infection,Antiseptic
Infection,Antiviral
Infection,Antiyeast
Infection,Astringent
Infection,Bacteristat
Infection,COX-2-Inhibitor
Infection,Circulatory-Stimulant
Infection,Cyclooxygenase-Inhibitor
Infection,Fungicide
Infection,Fungistat
Infection,Immunostimulant
Infection,Lipoxygenase-Inhibitor
Infection,Lymphatic
Infection,MDR-Inhibitor
Inflammation,Analgesic
Inflammation,Anesthetic
Inflammation,Anticapillary-Fragility
Inflammation,Antiedemic
Inflammation,Antiinflammatory
Inflammation,Antilymphedemic
Inflammation,Antinociceptive
Inflammation,COX-2-Inhibitor
Inflammation,Capillarifortificant
Inflammation,Capillariprotective
Inflammation,Circulatory-Stimulant
Inflammation,Cyclooxygenase-Inhibitor
Inflammation,Diuretic
Inflammation,Lipoxygenase-Inhibitor
Inflammation,Lymphatic
Inflammation,Natriuretic
Inflammation,Saluretic
Insect Bites / Stings,Analgesic
Insect Bites / Stings,Anesthetic
Insect Bites / Stings,Antiallergic
Insect Bites / Stings,Antidermatitic
Insect Bites / Stings,Antihistamine
Insect Bites / Stings,Antihistaminic
Insect Bites / Stings,Antiinflammatory
Insect Bites / Stings,Antiitching
Insect Bites / Stings,Antinociceptive
Insect Bites / Stings,Astringent
Insect Bites / Stings,COX-2-Inhibitor
Insect Bites / Stings,Cyclooxygenase-Inhibitor
Insomnia,Analgesic
Insomnia,Anesthetic
Insomnia,Antiinsomniac
Insomnia,Antinociceptive
Insomnia,Antistress
Insomnia,Anxiolytic
Insomnia,CNS-Depressant
Insomnia,Myorelaxant
Insomnia,Narcotic
Insomnia,Sedative
Insomnia,Tranquilizer
Intermittent Claudication,AntiPAF
Intermittent Claudication,Antiaggregant
Intermittent Claudication,Antiarteriosclerotic
Intermittent Claudication,Antiatherogenic
Intermittent Claudication,Antiatheromic
Intermittent Claudication,Antiatherosclerotic
Intermittent Claudication,Antiatherotic
Intermittent Claudication,Anticapillarihemorrhagic
Intermittent Claudication,Anticapillary-Fragility
Intermittent Claudication,Anticoagulant
Intermittent Claudication,Antiedemic
Intermittent Claudication,Antihypercholesterolemic
Intermittent Claudication,Antiinflammatory
Intermittent Claudication,Antiischemic
Intermittent Claudication,Antioxidant
Intermittent Claudication,Antiplatelet
Intermittent Claudication,Antiscorbutic
Intermittent Claudication,Antithrombic
Intermittent Claudication,Antithrombotic
Intermittent Claudication,Antithromboxane
Intermittent Claudication,Antivaricose
Intermittent Claudication,Arteriodilator
Intermittent Claudication,Blood-Thinning
Intermittent Claudication,COX-2-Inhibitor
Intermittent Claudication,Capillarifortificant
Intermittent Claudication,Capillariprotective
Intermittent Claudication,Capillaritonic
Intermittent Claudication,Circulatory-Stimulant
Intermittent Claudication,Cyclooxygenase-Inhibitor
Intermittent Claudication,Decrease Endothilial Leukocyte Adhesion
Intermittent Claudication,Decrease Endothilial Platelet Adhesion
Intermittent Claudication,Decrease Thromboxane Activity/Production
Intermittent Claudication,Diuretic
Intermittent Claudication,EDRF-Promoter
Intermittent Claudication,Endothelium-Derived Relaxing Factor Promoter
Intermittent Claudication,Fibrinolysis Enzyme Activator
Intermittent Claudication,Fibrinolysis Promoter
Intermittent Claudication,Fibrinolytic
Intermittent Claudication,Glycosaminoglycan-Sparing
Intermittent Claudication,Hypocholesterolemic
Intermittent Claudication,Increase Prostacyclin Activity/Production
Intermittent Claudication,Inhibit Destruction of Glycosaminoglycans
Intermittent Claudication,PAF-Inhibitor
Intermittent Claudication,Plasminogen-Activating
Intermittent Claudication,Stimulant
Intermittent Claudication,Vasodilator
Intermittent Claudication,Vasoprotective
Intermittent Claudication,Vasotonic
Intermittent Claudication,Venotonic
Intestinal Parasites,Amebicide
Intestinal Parasites,Anthelmintic
Intestinal Parasites,Antibacterial
Intestinal Parasites,Antibiotic
Intestinal Parasites,Anticandidosis
Intestinal Parasites,Antidiarrheic
Intestinal Parasites,Antifungal
Intestinal Parasites,Antiparasitic
Intestinal Parasites,Antiseptic
Intestinal Parasites,Antispasmodic
Intestinal Parasites,Candidicide
Intestinal Parasites,Candidistat
Intestinal Parasites,Carminative
Intestinal Parasites,Demulcent
Intestinal Parasites,Protisticide
Intestinal Parasites,Purgative
Intestinal Parasites,Spasmolytic
Intestinal Parasites,Vermifuge
Ischemia,Antiaggregant
Ischemia,Antianginal
Ischemia,Antiarteriosclerotic
Ischemia,Antiatherogenic
Ischemia,Antiatheromic
Ischemia,Antiatherosclerotic
Ischemia,Antiatherotic
Ischemia,Anticardiac
Ischemia,Anticoagulant
Ischemia,Anticoronary
Ischemia,Antiedemic
Ischemia,Antihypercholesterolemic
Ischemia,Antihypertensive
Ischemia,Antiinfarctal
Ischemia,Antiischemic
Ischemia,Antioxidant
Ischemia,Antiplatelet
Ischemia,Antistress
Ischemia,Antistroke
Ischemia,Antithrombic
Ischemia,Antithrombotic
Ischemia,Arteriodilator
Ischemia,Beta-Blocker
Ischemia,Calcium-Blocker
Ischemia,Calcium-Channel-Blocker
Ischemia,Capillarifortificant
Ischemia,Capillariprotective
Ischemia,Capillaritonic
Ischemia,Cardiotonic
Ischemia,Cerebrovasodilator
Ischemia,Diuretic
Ischemia,Hypocholesterolemic
Ischemia,Hypotensive
Ischemia,Myocardiotonic
Ischemia,Sedative
Ischemia,Vasodilator
Ischemia,Vasoprotective
Ischemia,Vasorelaxant
Ischemia,Vasotonic
Ischemia,Venotonic
Itch,Analgesic
Itch,Anesthetic
Itch,Antiallergic
Itch,Antidermatitic
Itch,Antihistaminic
Itch,Antiinflammatory
Itch,Antiitch
Itch,Antinociceptive
Itch,Antiprostaglandin
Itch,Antipruritic
Itch,Astringent
Itch,COX-2-Inhibitor
Itch,Cyclooxygenase-Inhibitor
Itch,Lipoxygenase-Inhibitor
Itch,Prostaglandin-Inhibitor
Jaundice,Amphicholeretic
Jaundice,Anticholecystosic
Jaundice,Anticholeretic
Jaundice,Anticirrhotic
Jaundice,Antihepatitic
Jaundice,Antihepatotic
Jaundice,Antihepatotoxic
Jaundice,Antiinflammatory
Jaundice,Antiviral
Jaundice,Bilirubinolytic
Jaundice,Cholagogue
Jaundice,Choleretic
Jaundice,Hepatoprotective
Jaundice,Hepatotonic
Jaundice,Litholytic
Jaundice,Viristat
Kidney Stones,12-Lipoxygenase-Inhibitor
Kidney Stones,Analgesic
Kidney Stones,Anesthetic
Kidney Stones,Antibiotic
Kidney Stones,Antiinflammatory
Kidney Stones,Antinociceptive
Kidney Stones,Antioxalate
Kidney Stones,Antiseptic
Kidney Stones,Antistress
Kidney Stones,Astringent
Kidney Stones,COX-2-Inhibitor
Kidney Stones,Calcium Provider
Kidney Stones,Cyclooxygenase-Inhibitor
Kidney Stones,Hydrating
Kidney Stones,Immunostimulant
Kidney Stones,Antiinterleukin-1
Kidney Stones,Lipoxygenase-Inhibitor
Kidney Stones,Prostaglandin Synthase-Inhibitor
Kidney Stones,TNF-Inhibitor
Kidney Stones,Tumor Necrosis Factor-Inhibitor
Low Blood Pressure/Hypotension,Antiaggregant
Low Blood Pressure/Hypotension,Antiarrhythmic
Low Blood Pressure/Hypotension,Antiarteriosclerotic
Low Blood Pressure/Hypotension,Antiatherogenic
Low Blood Pressure/Hypotension,Antiatheromic
Low Blood Pressure/Hypotension,Antiatherosclerotic
Low Blood Pressure/Hypotension,Antiatherotic
Low Blood Pressure/Hypotension,Anticardiac
Low Blood Pressure/Hypotension,Anticardiospasmic
Low Blood Pressure/Hypotension,Anticoagulant
Low Blood Pressure/Hypotension,Anticoronary
Low Blood Pressure/Hypotension,Antihypercholesterolemic
Low Blood Pressure/Hypotension,Antihypotensive
Low Blood Pressure/Hypotension,Antiischemic
Low Blood Pressure/Hypotension,Antioxidant
Low Blood Pressure/Hypotension,Antistress
Low Blood Pressure/Hypotension,Antitachycardic
Low Blood Pressure/Hypotension,Arteriotensive
Low Blood Pressure/Hypotension,Cardioactive
Low Blood Pressure/Hypotension,Cardiocontractant
Low Blood Pressure/Hypotension,Cardiomyostimulant
Low Blood Pressure/Hypotension,Cardioprotective
Low Blood Pressure/Hypotension,Cardiotonic
Low Blood Pressure/Hypotension,Diuretic
Low Blood Pressure/Hypotension,Hypertensive
Low Blood Pressure/Hypotension,Hypocholesterolemic
Low Blood Pressure/Hypotension,Myocardiocontractant
Low Blood Pressure/Hypotension,Myocardiostimulant
Low Blood Pressure/Hypotension,Myocardiotonic
Low Blood Pressure/Hypotension,Vasoactive
Low Blood Pressure/Hypotension,Vasocompressor
Low Blood Pressure/Hypotension,Vasoconstrictor
Low Blood Pressure/Hypotension,Vasomotor-Stimulant
Low Blood Pressure/Hypotension,Vasopressor
Low Blood Pressure/Hypotension,Vasoprotective
Low Blood Pressure/Hypotension,Vasotonic
Low Blood Pressure/Hypotension,Venotonic
Lyme Disease (Chronic),Analgesic
Lyme Disease (Chronic),Anesthetic
Lyme Disease (Chronic),AntiCIC
Lyme Disease (Chronic),AntiLyme
Lyme Disease (Chronic),Antiarthritic
Lyme Disease (Chronic),Antibacterial
Lyme Disease (Chronic),Anticollagenase
Lyme Disease (Chronic),Antiinflammatory
Lyme Disease (Chronic),Antinociceptive
Lyme Disease (Chronic),Antiseptic
Lyme Disease (Chronic),Antistress
Lyme Disease (Chronic),COX-2-Inhibitor
Lyme Disease (Chronic),Circulatory-Stimulant
Lyme Disease (Chronic),Collagen-Sparing
Lyme Disease (Chronic),Cyclooxygenase-Inhibitor
Lyme Disease (Chronic),Immunostimulant
Lyme Disease (Chronic),MDR-Inhibitor
Lyme Disease (Chronic),Neuroprotective
Lyme Disease (Chronic),Proteolytic
Lyme Disease (Chronic),Spirocheticide
Lyme Disease (Initial),Analgesic
Lyme Disease (Initial),Anesthetic
Lyme Disease (Initial),AntiCIC
Lyme Disease (Initial),AntiLyme
Lyme Disease (Initial),Antiarthritic
Lyme Disease (Initial),Antibacterial
Lyme Disease (Initial),Anticollagenase
Lyme Disease (Initial),Antiinflammatory
Lyme Disease (Initial),Antinociceptive
Lyme Disease (Initial),Antipyretic
Lyme Disease (Initial),Antiseptic
Lyme Disease (Initial),Antistress
Lyme Disease (Initial),COX-2-Inhibitor
Lyme Disease (Initial),Collagen-Sparing
Lyme Disease (Initial),Cyclooxygenase-Inhibitor
Lyme Disease (Initial),Immunostimulant
Lyme Disease (Initial),MDR-Inhibitor
Lyme Disease (Initial),Neuroprotective
Lyme Disease (Initial),Proteolytic
Lyme Disease (Initial),Pyrogenic
Lyme Disease (Initial),Spirocheticide
Macular Degeneration,Aggregant
Macular Degeneration,Aldose-Reductase-Inhibitor
Macular Degeneration,Anthocyanidin-Rich
Macular Degeneration,AntiARMD
Macular Degeneration,Antiangiogenic
Macular Degeneration,Anticapillary-Fragility
Macular Degeneration,Anticataract
Macular Degeneration,Antidyspeptic
