AGGNO,CHEM,ACTIVITY,DOSAGE,REFERENCE,MAJORACT,USERID,CREATED,MODIFIED
143679,SANTONIN,Anthelmintic,60-200 mg/man/day/orl,MAR,,DUKE,10-Dec-97,15-Nov-02
143680,SANTONIN,Antifertility,40 mg/kg/day,,,DUKE,10-Dec-97,
143681,SANTONIN,Antipyretic,,PMP24:103,,DUKE,10-Dec-97,
143682,SANTONIN,Ascaricide,,HG24:37,,DUKE,10-Dec-97,
143683,SANTONIN,Nematicide,,M11,,DUKE,10-Dec-97,
143684,SANTONIN,Pesticide,,,,DUKE,10-Dec-97,
143685,SANTONIN,Xanthopsigenic,,MAR,,DUKE,10-Dec-97,
143686,SAPINDOSIDE,Corticosterone-genic,ED50=2.4 mg/kg,ACM:55,,DUKE,10-Dec-97,
143687,SAPINDOSIDE,Hemolytic,,ACM:55,,DUKE,10-Dec-97,
143688,SAPOSHNIKOVAN-A,Immunostimulant,,,,DUKE,10-Dec-97,
143689,SAPOSHNIKOVAN-A,Phagocytotic,,PC29(4):1083,,DUKE,10-Dec-97,
143690,SAPOSHNIKOVAN-A,RES-Activator,,CPB38:1968,,DUKE,10-Dec-97,
143691,SAPOSHNIKOVAN-B,RES-Activator,,CPB38:1968,,DUKE,10-Dec-97,
143692,SAPOSHNIKOVAN-C,RES-Activator,,CPB38:1968,,DUKE,10-Dec-97,
143693,SARISAN,Fungicide,3 ug/ml,452,,DUKE,10-Dec-97,
143694,SARISAN,Pesticide,,,,DUKE,10-Dec-97,
143695,SARMENTOSIN,Antihepetotic,,,,DUKE,10-Dec-97,
143696,SARMENTOSIN,Cyanogenic,,,,DUKE,10-Dec-97,
143697,SAROTHRALEN-A,Antibacterial,,,,DUKE,10-Dec-97,27-Jul-99
143698,SAROTHRALEN-A,Fungicide,,452,,DUKE,10-Dec-97,
143699,SAROTHRALEN-A,Pesticide,,,,DUKE,10-Dec-97,
143700,SAROTHRALEN-B,Antibacterial,,,,DUKE,10-Dec-97,27-Jul-99
143701,SAROTHRALEN-B,Fungicide,,452,,DUKE,10-Dec-97,
143702,SAROTHRALEN-B,Pesticide,,,,DUKE,10-Dec-97,
143703,SAROTHRALIN-G,Antibacterial,,PM56(3):274,,DUKE,10-Dec-97,27-Jul-99
143704,SARRACINE,Anticholecystosic,,526,,DUKE,10-Dec-97,18-Oct-00
143705,SARRACINE,Anticolitic,,,,DUKE,10-Dec-97,
143706,SARRACINE,Hypotensive,1 mg/kg ivn,526,,DUKE,10-Dec-97,
143707,SARRACINE,Antispasmodic,,526,,DUKE,10-Dec-97,28-Jul-99
143708,SARSAPARILLOSIDE,Pesticide,,,,DUKE,10-Dec-97,
143709,SARSAPARILLOSIDE,Termiticide,,382,,DUKE,10-Dec-97,
143710,SARSAPONIN,Antipsoriac,,PAM,,DUKE,10-Dec-97,
143711,SATIVAN,Fungicide,IC40-54=100uM,JAF38:836 483,,DUKE,10-Dec-97,
143712,SATIVAN,Pesticide,,,,DUKE,10-Dec-97,
143713,SATIVINE,Cicatrizant,,,,DUKE,10-Dec-97,
143714,SATIVINE,Vulnerary,,,,DUKE,10-Dec-97,
143715,SAUDIN,Hypoglycemic,40 mg/kg ipr mus,JE27:243,,DUKE,10-Dec-97,
143716,SAUSSURINE,Antispasmodic,,,,DUKE,10-Dec-97,28-Jul-99
143717,SCANDENOLIDE,Antiinflammatory,,,,DUKE,10-Dec-97,
143718,SCANDENOLIDE,Lipoxygenase-Inhibitor,IC50=30-60uM,PM56(3):270,,DUKE,10-Dec-97,
143719,SCELERATINE,Abortifacient,,,,DUKE,10-Dec-97,
143720,SCELERATINE,Hepatotoxic,,,,DUKE,10-Dec-97,
143721,SCELERATINE,Hypertensive,,,,DUKE,10-Dec-97,
143722,SCELERATINE,Uterotonic,,,,DUKE,10-Dec-97,
143723,SCHELHAMMERIDINE,Analgesic,,,,DUKE,10-Dec-97,
143724,SCHELHAMMERIDINE,Convulsant,,526,,DUKE,10-Dec-97,
143725,SCHELHAMMERIDINE,Hypothermic,250-500 mg/kg,526,,DUKE,10-Dec-97,
143726,SCHELHAMMERIDINE,Mydriatic,10 orl dog,526,,DUKE,10-Dec-97,
143727,SCHELHAMMERIDINE,Sialogogue,50 orl cat,526,,DUKE,10-Dec-97,
143728,SCHELHAMMERIDINE,Tremorigenic,25 orl dog,526,,DUKE,10-Dec-97,
143729,SCHISANDRIN,Analgesic,,,,DUKE,10-Dec-97,
143730,SCHISANDRIN,Antihepatotic,,,,DUKE,10-Dec-97,
143731,SCHISANDRIN,Antiulcer,,LRN-JUN88,,DUKE,10-Dec-97,25-Sep-99
143732,SCHISANDRIN,Choleretic,,,,DUKE,10-Dec-97,
143733,SCHISANDRIN,Hepatoprotective,,ACM:258,,DUKE,10-Dec-97,
143734,SCHISANDROL-B,Antihepatotic,,,,DUKE,10-Dec-97,
143735,SCHISANDROL-B,Glycogenic,,,,DUKE,10-Dec-97,
143736,SCHISANHENOL,Hepatoprotective,,ACM:258,,DUKE,10-Dec-97,
143737,SCHISANPHENOL,Antihepatotic,,,,DUKE,10-Dec-97,
143738,SCHISANTHERIN-A,Antihepatotic,,ACM:211,,DUKE,10-Dec-97,
143739,SCHIZANDROL-B,Hepatoprotective,,ACM:258,,DUKE,10-Dec-97,
143740,SCHKUHRIN-I,Antifeedant,,,,DUKE,10-Dec-97,
143741,SCHKUHRIN-I,Antiseptic,,,,DUKE,10-Dec-97,
143742,SCHKUHRIN-I,Antibacterial,,,,DUKE,10-Dec-97,27-Jul-99
143743,SCHKUHRIN-I,Cytotoxic,,382,,DUKE,10-Dec-97,
143744,SCHKUHRIN-I,Pesticide,,,,DUKE,10-Dec-97,
143745,SCHKUHRIN-II,Antifeedant,,,,DUKE,10-Dec-97,
143746,SCHKUHRIN-II,Antiseptic,,,,DUKE,10-Dec-97,
143747,SCHKUHRIN-II,Antibacterial,,,,DUKE,10-Dec-97,27-Jul-99
143748,SCHKUHRIN-II,Cytotoxic,,382,,DUKE,10-Dec-97,
143749,SCHKUHRIN-II,Pesticide,,,,DUKE,10-Dec-97,
143750,SCILLAREN,Cardiotonic,,M11,,DUKE,10-Dec-97,
143751,SCILLAREN-A,Anticarcinomic,ED50=12 ppb,,,DUKE,10-Dec-97,
143752,SCILLAREN-A,Cardioactive,,PM56(6):549,,DUKE,10-Dec-97,
143753,SCILLARENIN,Anticarcinomic,1 ppb,BPCC,,DUKE,10-Dec-97,
143754,SCILLARENIN,Antirhinoviral,,,,DUKE,10-Dec-97,
143755,SCILLARENIN,Antiviral,,V&D,,DUKE,10-Dec-97,
143756,SCILLARENIN,Cardiotonic,,M11,,DUKE,10-Dec-97,
143757,SCILLARENIN,Pesticide,,,,DUKE,10-Dec-97,
143759,SCILLARIN,Cardiotonic,,FEA,,DUKE,10-Dec-97,
143760,SCILLAZUROSIDE,Cardiac,,,,DUKE,10-Dec-97,
143761,SCILLICOELOSIDE,Cardiac,,,,DUKE,10-Dec-97,
143762,SCILLICYANOSIDE,Cardiac,,,,DUKE,10-Dec-97,
143763,SCILLIGLAUCOSIDE,Cardiac,,,,DUKE,10-Dec-97,
143764,SCILLIGLAUCOSIDIN,Anticarcinomic,2 ppb,,,DUKE,10-Dec-97,
143765,SCILLIGLAUCOSIDIN,Cardiac,,,,DUKE,10-Dec-97,
143766,SCILLIKRYPTOSIDE,Cardiac,,,,DUKE,10-Dec-97,
143767,SCILLIPHEOSIDE,Cardiac,,,,DUKE,10-Dec-97,
143768,SCILLIROSIDE,Anticarcinomic,ED50=23,,,DUKE,10-Dec-97,
143769,SCILLIROSIDE,Antiseborrheic,,,,DUKE,10-Dec-97,
143770,SCILLIROSIDE,Emetic,,JAF37:1005,,DUKE,10-Dec-97,
143771,SCILLIROSIDE,Pesticide,,,,DUKE,10-Dec-97,
143772,SCILLIROSIDE,Rodenticide,1-6 ppm,JAF34:973,,DUKE,10-Dec-97,
143773,SCILLIROSIDIN,Pesticide,,,,DUKE,10-Dec-97,
143774,SCILLIROSIDIN,Rodenticide,3-5 ppm scu mus,,,DUKE,10-Dec-97,
143775,SCILLITIN,Diuretic,,,,DUKE,10-Dec-97,
143776,SCILLITIN,Expectorant,,,,DUKE,10-Dec-97,
143777,SCIRPUSAN-A,Artemicide,489 ug/ml,JNP50(2):294.1987,,DUKE,10-Dec-97,
143778,SCIRPUSAN-B,Artemicide,389 ug/ml,JNP50(2):294.1987,,DUKE,10-Dec-97,
143779,SCLAREOL,Allelopathic,,JNP54:483,,DUKE,10-Dec-97,
143780,SCLAREOL,Antibacterial,,JNP54:483,,DUKE,10-Dec-97,27-Jul-99
143781,SCLAREOL,Fungicide,IC100=80 uM,438,,DUKE,10-Dec-97,
143782,SCLAREOL,Perfumery,,ARC,,DUKE,10-Dec-97,
143783,SCLAREOL,Pesticide,,,,DUKE,10-Dec-97,
143784,SCOLYMOSIDE,Choleretic,,LAF,,DUKE,10-Dec-97,9-May-99
143785,SCOPADULCIC-ACID-B,Antiherpetic,ED50=0.039 uM,,,DUKE,10-Dec-97,
143786,SCOPADULCIC-ACID-B,Antiulcer,,,,DUKE,10-Dec-97,
143787,SCOPADULCIC-ACID-B,Antiviral,,CPB38:2740,,DUKE,10-Dec-97,
143788,SCOPADULCIC-ACID-B,Cytotoxic,ID50=0.9 uM,CPB38:240,,DUKE,10-Dec-97,
143789,SCOPADULCIC-ACID-B,Gastroprotective,IC50=20-30 uM,,,DUKE,10-Dec-97,
143790,SCOPADULCIC-ACID-B,Pesticide,,,,DUKE,10-Dec-97,
143792,SCOPADULIN,Antiviral,,CPB38:945,,DUKE,10-Dec-97,
143793,SCOPADULIN,Pesticide,,,,DUKE,10-Dec-97,
143794,SCOPARIN,Diuretic,,,,DUKE,10-Dec-97,
143795,SCOPARIN,Hypotensive,,,,DUKE,10-Dec-97,
143796,SCOPARONE,Analgesic,,FT63(3):195,,DUKE,10-Dec-97,7-Dec-00
143797,SCOPARONE,CNS-Depressant,40-80 mg/kg ipr,HDN,,DUKE,10-Dec-97,23-May-03
143798,SCOPARONE,Hypotensive,5-20 mg/kg ivn,HDN,,DUKE,10-Dec-97,23-May-03
143800,SCOPARONE,Myorelaxant,,HDN,,DUKE,10-Dec-97,23-May-03
143801,SCOPARONE,Vasodilator,,CWW MPI,,DUKE,10-Dec-97,23-May-03
143802,SCOPAROSIDE,Diuretic,,,,DUKE,10-Dec-97,
143803,SCOPOLAMINE,Allergenic,,M&R650,,DUKE,10-Dec-97,17-Mar-99
143804,SCOPOLAMINE,Analgesic,,,,DUKE,10-Dec-97,
143805,SCOPOLAMINE,Anesthetic,,MAR,,DUKE,10-Dec-97,
143806,SCOPOLAMINE,AntiMeniere's,,M29,,DUKE,10-Dec-97,
143807,SCOPOLAMINE,Antianoxic,,M29,,DUKE,10-Dec-97,
143808,SCOPOLAMINE,Antiasthmatic,,,,DUKE,10-Dec-97,
143809,SCOPOLAMINE,Anticholinergic,1.5 mg/kg orl rat,BBE M11,,DUKE,10-Dec-97,17-Mar-99
143810,SCOPOLAMINE,Antideliriant,,MAR,,DUKE,10-Dec-97,
143811,SCOPOLAMINE,Antidote (Anticholinesterase),,M29,,DUKE,10-Dec-97,
143812,SCOPOLAMINE,Antidote (Tetrodotoxin),,ACM:411,,DUKE,10-Dec-97,
143813,SCOPOLAMINE,Antiemetic,,M29,,DUKE,10-Dec-97,
143814,SCOPOLAMINE,Antihiccup,300 ug/man/,MAR,,DUKE,10-Dec-97,
143815,SCOPOLAMINE,Antiinflammatory,,,,DUKE,10-Dec-97,
143816,SCOPOLAMINE,Antimanic,,M29,,DUKE,10-Dec-97,17-Mar-99
143817,SCOPOLAMINE,Antimuscarinic,,M29,,DUKE,10-Dec-97,17-Mar-99
143818,SCOPOLAMINE,Antiparkinsonian,,MAR,,DUKE,10-Dec-97,17-Mar-99
143819,SCOPOLAMINE,Antisialogogue,,M29,,DUKE,10-Dec-97,17-Mar-99
143820,SCOPOLAMINE,Antispermatorrheic,,,,DUKE,10-Dec-97,
143821,SCOPOLAMINE,Antiulcer,,M29,,DUKE,10-Dec-97,
143822,SCOPOLAMINE,Antivertigo,500 ug/3-days/transdermal,M29,,DUKE,10-Dec-97,
143823,SCOPOLAMINE,Antiviral,,EMP5:193,,DUKE,10-Dec-97,17-Mar-99
143824,SCOPOLAMINE,Bronchodilator,,,,DUKE,10-Dec-97,
143825,SCOPOLAMINE,CNS-Depressant,,IWU,,DUKE,10-Dec-97,17-Mar-99
143826,SCOPOLAMINE,Cardiodepressant,,,,DUKE,10-Dec-97,
143827,SCOPOLAMINE,Cyclopegic,,M29,,DUKE,10-Dec-97,
143828,SCOPOLAMINE,Hyperkinetic,1 mg/kg ipr mus,FT61:209.1990,,DUKE,10-Dec-97,
143829,SCOPOLAMINE,Hypnotic,,MAR,,DUKE,10-Dec-97,
143830,SCOPOLAMINE,Mydriatic,1 mg/kg scu,BBE M29,,DUKE,10-Dec-97,17-Mar-99
143831,SCOPOLAMINE,Photophobigenic,,,,DUKE,10-Dec-97,
143832,SCOPOLAMINE,Preanesthetic,,M11,,DUKE,10-Dec-97,
143833,SCOPOLAMINE,Psychoactive,,,,DUKE,10-Dec-97,
143834,SCOPOLAMINE,Sedative,0.5-1 mg/orl/man,WOI,,DUKE,10-Dec-97,
143836,SCOPOLAMINE,Tachycardic,,M29,,DUKE,10-Dec-97,
143837,SCOPOLAMINE-HYDROBROMIDE,AntiSea-Sickness,600 ug/man 4 x /day,MAR,,DUKE,10-Dec-97,27-Nov-00
143838,SCOPOLAMINE-HYDROBROMIDE,Cyclopegic,,MAR,,DUKE,10-Dec-97,
143839,SCOPOLAMINE-HYDROBROMIDE,Mydriatic,,MAR,,DUKE,10-Dec-97,
143840,SCOPOLETIN,Allelochemic,IC89=2 mM,438,,DUKE,10-Dec-97,
143841,SCOPOLETIN,Analgesic,,PM56(6):595,,DUKE,10-Dec-97,23-May-03
143842,SCOPOLETIN,Antiasthmatic,,,,DUKE,10-Dec-97,
143843,SCOPOLETIN,Antiedemic,,,,DUKE,10-Dec-97,
143844,SCOPOLETIN,Antifeedant,,382,,DUKE,10-Dec-97,
143845,SCOPOLETIN,Antiinflammatory,ED 1-10 ug/ear,PM56(6):504,,DUKE,10-Dec-97,26-Oct-02
143846,SCOPOLETIN,Antileukotrienogenic,,PM56(6):595,,DUKE,10-Dec-97,
143847,SCOPOLETIN,Antiseptic,,FT1990:503,,DUKE,10-Dec-97,7-Feb-99
143848,SCOPOLETIN,Antitumor,2.9 ug/ml,,,DUKE,10-Dec-97,
143849,SCOPOLETIN,CNS-Stimulant,,WBB,,DUKE,10-Dec-97,
143850,SCOPOLETIN,Cancer-Preventive,,525,,DUKE,10-Dec-97,
143851,SCOPOLETIN,Hypoglycemic,,EMP6:165,,DUKE,10-Dec-97,7-Feb-99
143852,SCOPOLETIN,Hypotensive,,HDN FT#3:141.1986,,DUKE,10-Dec-97,23-May-03
143853,SCOPOLETIN,Myorelaxant,,HDN WOI,,DUKE,10-Dec-97,23-May-03
143854,SCOPOLETIN,Pesticide,,,,DUKE,10-Dec-97,
143855,SCOPOLETIN,Phytoalexin,,PC29(6):1789,,DUKE,10-Dec-97,
143857,SCOPOLETIN,Uterosedative,,411,,DUKE,10-Dec-97,
143858,SCOPOLETOL,Antiseptic,,PMP23:53,,DUKE,10-Dec-97,
143859,SCOPOLETOL,Pesticide,,,,DUKE,10-Dec-97,
143860,SCRODININE,Antiseptic,,,,DUKE,10-Dec-97,
143861,SCRODININE,Pesticide,,,,DUKE,10-Dec-97,
143862,SCUTELLAREIN,Aldose-Reductase-Inhibitor,IC56=10uM; IC10=1uM,PC23:1885,,DUKE,10-Dec-97,
143863,SCUTELLAREIN,Antihemolytic,,,,DUKE,10-Dec-97,
143864,SCUTELLAREIN,Antileukemic,IC50=10 uM,EMP5:225,,DUKE,10-Dec-97,
143865,SCUTELLAREIN,Antiviral,IC50=10 uM,EMP5:225,,DUKE,10-Dec-97,
143866,SCUTELLAREIN,Cancer-Preventive,,525,,DUKE,10-Dec-97,
143867,SCUTELLAREIN,Phospholipase-A2-Inhibitor,,FT2:103.1986,,DUKE,10-Dec-97,2-Jul-01
143868,SCUTELLAREIN-5-GLUCURONIDE,Diuretic,,W&W,,DUKE,10-Dec-97,
143869,SECOCEPHARANTHINE,Antitumor-Promoter,,PM56(6):654,,DUKE,10-Dec-97,30-Aug-99
143870,SECOISOLARICIRESINOL,Cancer-Preventive,,525,,DUKE,10-Dec-97,
143871,SECURININE,AntiMS,,JNP39:440,,DUKE,10-Dec-97,
143872,SECURININE,Antimalarial,5.4 ug/ml,PM56(4):371,,DUKE,10-Dec-97,
143873,SECURININE,Antineurasthenic,,,,DUKE,10-Dec-97,
143874,SECURININE,Antiparylytic,,,,DUKE,10-Dec-97,
143875,SECURININE,Antibacterial,>.5 mg/ml,JE28:129,,DUKE,10-Dec-97,27-Jul-99
143876,SECURININE,CNS-Stimulant,,,,DUKE,10-Dec-97,
143877,SECURININE,Pesticide,,,,DUKE,10-Dec-97,
143878,SELAGINE,Antialzheimeran?,,,,DUKE,10-Dec-97,
143879,SELAGINE,Antiglaucomic,,M11,,DUKE,10-Dec-97,
143881,SELAGINE,Emetic,,HHB,,DUKE,10-Dec-97,
143882,SELENIUM,Analgesic,200 ug/day,WER,,DUKE,10-Dec-97,
143883,SELENIUM,Anorexic,,52,,DUKE,10-Dec-97,
143884,SELENIUM,Antiacne,200 ug/day,WER,,DUKE,10-Dec-97,
143885,SELENIUM,Antiaggregant,,PAM,,DUKE,10-Dec-97,
143886,SELENIUM,Anticirrhotic,,DAS,,DUKE,10-Dec-97,
143887,SELENIUM,Anticoronary,200 ug/day,WER DAS,,DUKE,10-Dec-97,
143888,SELENIUM,Antidandruff,,DAS,,DUKE,10-Dec-97,
143889,SELENIUM,Antidote (Mercury),,DAS,,DUKE,10-Dec-97,
143890,SELENIUM,Antikeshan,,DAS,,DUKE,10-Dec-97,
143891,SELENIUM,Antileukotriene,,PAM,,DUKE,10-Dec-97,14-Feb-01
143892,SELENIUM,Antimyalgic,200 ug/day,WER,,DUKE,10-Dec-97,
143893,SELENIUM,Antiosteoarthritic,,HSC25:1487,,DUKE,10-Dec-97,14-Apr-99
143894,SELENIUM,Antioxidant,100-200 (-400) ug/man/day,SYN-X DAS,,DUKE,10-Dec-97,1-May-01
143895,SELENIUM,Antiulcerogenic,,JE29:25,,DUKE,10-Dec-97,
143896,SELENIUM,Cancer-Preventive,,DAS,,DUKE,10-Dec-97,
143897,SELENIUM,Depressant,,52,,DUKE,10-Dec-97,
143898,SELENIUM,Fungicide,,DAS,,DUKE,10-Dec-97,
143899,SELENIUM,Pesticide,,,,DUKE,10-Dec-97,
143900,SELENIUM,Prostaglandin-Sparer,,JPP42:655,,DUKE,10-Dec-97,
143901,SELENIUM-SULFIDE,Antidandruff,,M29,,DUKE,10-Dec-97,
143902,SELENIUM-SULFIDE,Antidermatitic,,M29,,DUKE,10-Dec-97,
143903,SELENIUM-SULFIDE,Antipityriasic,,M29,,DUKE,10-Dec-97,
143904,SELENIUM-SULFIDE,Antiseborrheic,,M29,,DUKE,10-Dec-97,
143905,SELENIUM-SULFIDE,Fungicide,,M29,,DUKE,10-Dec-97,
143906,SELENIUM-SULFIDE,Pesticide,,,,DUKE,10-Dec-97,
143907,SELENIUM-SULFIDE,Tineacide,,M29,,DUKE,10-Dec-97,
143908,SELINENE,Expectorant,,,,DUKE,10-Dec-97,
143909,SELOVICIN,Antibacterial,,,,DUKE,10-Dec-97,27-Jul-99
143910,SELOVICIN,Pesticide,,,,DUKE,10-Dec-97,
143911,SENDANIN,Antifeedant,,382,,DUKE,10-Dec-97,
143912,SENDANIN,Pesticide,,,,DUKE,10-Dec-97,
143913,SENECIONINE,Antitumor,,526,,DUKE,10-Dec-97,
143914,SENECIONINE,Hepatotoxic,,M11,,DUKE,10-Dec-97,
143915,SENECIONINE,Hypotensive,,,,DUKE,10-Dec-97,
143916,SENECIONINE-N-OXIDE,Antitumor,,,,DUKE,10-Dec-97,
143917,SENECIPHYLLINE,Abortifacient,,,,DUKE,10-Dec-97,
143918,SENECIPHYLLINE,Antitumor,,526,,DUKE,10-Dec-97,
143919,SENECIPHYLLINE,Hepatotoxic,,,,DUKE,10-Dec-97,
143920,SENECIPHYLLINE,Uterotonic,,,,DUKE,10-Dec-97,
143921,SENEGIN,Corticosterone-genic,ED50=2.3 mg/kg,ACM:55,,DUKE,10-Dec-97,
143922,SENEGIN,Hemolytic,,ACM:55,,DUKE,10-Dec-97,
143923,SENKIRKINE,Carcinogenic,,QJC28(1):70,,DUKE,10-Dec-97,
143924,SENNAPICRIN,Cardiac,,,,DUKE,10-Dec-97,
143925,SENNIDIN,Cathartic,,PC29(10):3095,,DUKE,10-Dec-97,
143926,SENNOSIDE,Cathartic,,PC29(10):3095,,DUKE,10-Dec-97,
143927,SENNOSIDE,Laxative,-30 mg/man/day,MAR,,DUKE,10-Dec-97,
143928,SENNOSIDE-A,Purgative,ED50=13.5 mg/kg orl mus,IJO16:195,,DUKE,10-Dec-97,
143929,SENNOSIDE-B,Purgative,ED50=13.9 mg/kg orl mus,IJO16:195,,DUKE,10-Dec-97,
143930,SENNOSIDE-C,Purgative,ED50=13.3 mg/kg orl mus,IJO16:195,,DUKE,10-Dec-97,
143931,SENNOSIDE-D,Purgative,ED50=15.8 mg/kg orl mus,IJO16:195,,DUKE,10-Dec-97,
143932,SENNOSIDE-E,Purgative,ED50=15.8 mg/kg orl mus,IJO16:195,,DUKE,10-Dec-97,
143933,SENNOSIDE-F,Purgative,ED50=16.1 mg/kg orl mus,IJO16:195,,DUKE,10-Dec-97,
143934,SERGEOLIDE,Antileukemic,,,,DUKE,10-Dec-97,
143935,SERGEOLIDE,Antimalarial,ED50=0.26 mg/kg day,GMJ,,DUKE,10-Dec-97,
143936,SERGEOLIDE,Antitumor,,GMJ,,DUKE,10-Dec-97,
143937,SERGEOLIDE,Cytotoxic,,,,DUKE,10-Dec-97,
143938,SERGOLIDE,Antifeedant,,,,DUKE,10-Dec-97,
143939,SERGOLIDE,Pesticide,,,,DUKE,10-Dec-97,
143940,SERINE,Cancer-Preventive,,525,,DUKE,10-Dec-97,
143941,SEROTONIN,Abortifacient,,,,DUKE,10-Dec-97,
143942,SEROTONIN,Antiaggregant,,M29,,DUKE,10-Dec-97,
143943,SEROTONIN,Antialzheimeran?,,M29,,DUKE,10-Dec-97,
143944,SEROTONIN,Antigastric,,,,DUKE,10-Dec-97,
143945,SEROTONIN,Antigastrisecretogogic,,GMJ,,DUKE,10-Dec-97,
143946,SEROTONIN,Bronchoconstrictor,0.006 mg/kg ivn gpg,BBE PAM,,DUKE,10-Dec-97,15-May-99
143948,SEROTONIN,Coagulant,,CPB38:2726,,DUKE,10-Dec-97,
143949,SEROTONIN,Myorelaxant,,,,DUKE,10-Dec-97,
143950,SEROTONIN,Myostimulant,,JNP53(4):956,,DUKE,10-Dec-97,
143951,SEROTONIN,Neurotransmitter,,JBH M29,,DUKE,10-Dec-97,15-May-99
143952,SEROTONIN,Oxytocic,,,,DUKE,10-Dec-97,
143953,SEROTONIN,Teratogenic,,M29,,DUKE,10-Dec-97,
143954,SEROTONIN,Vasoactive,,M11,,DUKE,10-Dec-97,
143955,SERPENTINE,Antitumor,,,,DUKE,10-Dec-97,
143956,SERPENTINE,Antibacterial,,,,DUKE,10-Dec-97,27-Jul-99
143957,SERPENTINE,Carcinogenic,,CRC,,DUKE,10-Dec-97,
143958,SERPENTINE,Fungicide,,452,,DUKE,10-Dec-97,
143959,SERPENTINE,Hypotensive,,,,DUKE,10-Dec-97,
143960,SERPENTINE,Pesticide,,,,DUKE,10-Dec-97,
143961,SERPENTINE,Sedative,,,,DUKE,10-Dec-97,
143962,SERPENTINE,Tranquilizer,,,,DUKE,10-Dec-97,
143963,SESAMIN,Antioxidant,IC33=2.5 ug/ml,JAF50:3150,,DUKE,10-Dec-97,2-Apr-03
143964,SESAMIN,Antioxidant,IC50=58 uM,PC27:974,,DUKE,10-Dec-97,31-Jan-01
143965,SESAMIN,Antibacterial,,,,DUKE,10-Dec-97,27-Jul-99
143966,SESAMIN,Cytostatic,ID50=10-100 ug/ml,PM56(1):70,,DUKE,10-Dec-97,31-Jan-01
143967,SESAMIN,Insecticide-Synergist,,PM56(1):91,,DUKE,10-Dec-97,
143968,SESAMIN,Juvabional,,,,DUKE,10-Dec-97,
143969,SESAMIN,Pesticide,,,,DUKE,10-Dec-97,
143970,SESAMINOL-GOSSYPOL,Antioxidant,,505,,DUKE,10-Dec-97,
143971,SESAMOL,Antioxidant,IC50=<58 uM,WOI PC27:974,,DUKE,10-Dec-97,31-Jan-01
143972,SESAMOL,Tumorigenic,,505,,DUKE,10-Dec-97,
143973,SESAMOLIN,Antioxidant,,505,,DUKE,10-Dec-97,
143974,SESAMOLIN,Insecticide-Synergist,,M11,,DUKE,10-Dec-97,
143975,SESBANINE,Antileukemic,,,,DUKE,10-Dec-97,
143976,SESBANINE,Antitumor,,RAA,,DUKE,10-Dec-97,
143977,SESBANINIDE,Antileukemic,,,,DUKE,10-Dec-97,
143978,SESBANINIDE,Antitumor,,RAA,,DUKE,10-Dec-97,
143979,SESELIDIOL,Antitumor,,,,DUKE,10-Dec-97,
143980,SESELIDIOL,Cytotoxic,ED50=1-10ug/ml,JNP53(4):932,,DUKE,10-Dec-97,
143981,SESELIN,Fungicide,,PC29(1):297,,DUKE,10-Dec-97,
143982,SESELIN,Pesticide,,,,DUKE,10-Dec-97,
143983,SHATAVARIN-I,Antioxytocic,,W&W,,DUKE,10-Dec-97,
143984,SHEGANSU-A,Antiinflammatory,,,,DUKE,10-Dec-97,
143985,SHEGANSU-A,Antitussive,,FT.p.93.1984,,DUKE,10-Dec-97,
143986,SHEKANIN,Antibacterial,,,,DUKE,10-Dec-97,27-Jul-99
143987,SHEKANIN,Pesticide,,,,DUKE,10-Dec-97,
143988,SHIKIMIC-ACID,Analgesic,,MEDSCAPE'89,,DUKE,10-Dec-97,5-Feb-99
143989,SHIKIMIC-ACID,Carcinogenic,,M11,,DUKE,10-Dec-97,
143990,SHIKIMIC-ACID,Ileorelaxant,,FT1990:508,,DUKE,10-Dec-97,5-Feb-99
143991,SHIKIMIC-ACID,Mutagenic,,,,DUKE,10-Dec-97,
143992,SHIKIMIC-ACID,Pesticide,,,,DUKE,10-Dec-97,
143994,SHIKOCCIDIN,Antitumor,,,,DUKE,10-Dec-97,
143995,SHIKOCCIN,Antitumor,,,,DUKE,10-Dec-97,
143996,SHIKONIN,Amebicide,,,,DUKE,10-Dec-97,
143997,SHIKONIN,Antiburn,,,,DUKE,10-Dec-97,
143998,SHIKONIN,Antidermatotic,,,,DUKE,10-Dec-97,
143999,SHIKONIN,Antiinflammatory,,,,DUKE,10-Dec-97,
144000,SHIKONIN,Antisarcomic,,,,DUKE,10-Dec-97,
144001,SHIKONIN,Antitumor,,,,DUKE,10-Dec-97,
144002,SHIKONIN,Antibacterial,,,,DUKE,10-Dec-97,27-Jul-99
144003,SHIKONIN,Cicatrizant,,OMM,,DUKE,10-Dec-97,
144004,SHIKONIN,Pesticide,,,,DUKE,10-Dec-97,
144005,SHIROMODIOL,Antifeedant,,382,,DUKE,10-Dec-97,
144006,SHIROMODIOL,Pesticide,,,,DUKE,10-Dec-97,
144007,SHIROMODIOL-DIACETATE,Antifeedant,,382,,DUKE,10-Dec-97,
144008,SHIROMODIOL-DIACETATE,Pesticide,,,,DUKE,10-Dec-97,
144009,SHIROMODIOL-MONOACETATE,Antifeedant,,382,,DUKE,10-Dec-97,
144010,SHIROMODIOL-MONOACETATE,Pesticide,,,,DUKE,10-Dec-97,
